nd_id,ca_id,hy,value
0,0,827,8590.343809815
0,0,828,8503.179879556
0,0,829,8359.026776776
0,0,830,8259.783899373
0,0,831,8222.176127077
0,0,832,8742.871296052
0,0,833,8839.633945907
0,0,834,8376.076571734
0,0,835,7805.047409224
0,0,836,7222.557475959
0,0,837,7103.504043338
0,0,838,6654.345252952
0,0,839,6347.705161972
0,0,840,6121.187782741
0,0,841,5985.395126686
0,0,842,5823.548759049
0,0,843,5928.458026181
0,0,844,6491.432955106
0,0,845,7481.781421582
0,0,846,8354.572445571
0,0,847,8667.946079787
0,0,848,8760.222174021
0,0,849,8882.077434239
0,0,850,8922.350184231
0,0,851,8767.56273159
0,0,852,8726.896727032
0,0,853,8635.821699327
0,0,854,8573.109629516
0,0,855,8515.511160622
0,0,856,8904.858436402
0,0,857,8947.084241747
0,0,858,8407.546642985
0,0,859,7936.500500233
0,0,860,7379.052890366
0,0,861,7205.673409921
0,0,862,6721.906989867
0,0,863,6448.980806323
0,0,864,6213.537997767
0,0,865,6065.911802704
0,0,866,5927.134458596
0,0,867,6013.220142637
0,0,868,6592.076139479
0,0,869,7427.917878127
0,0,870,8284.632662377
0,0,871,8648.308430976
0,0,872,8818.333660365
0,0,873,8937.883906183
0,0,874,8889.121913709
0,0,875,8632.259331839
0,0,876,8554.490129326
0,0,877,8473.355641645
0,0,878,8378.205663811
0,0,879,8350.37062481
0,0,880,8791.434232431
0,0,881,8777.187012975
0,0,882,8227.842606965
0,0,883,7636.789073189
0,0,884,7086.26182781
0,0,885,7029.337855225
0,0,886,6673.772996699
0,0,887,6430.811133536
0,0,888,6136.80518875
0,0,889,5925.369706762
0,0,890,5707.221001579
0,0,891,5714.103485171
0,0,892,5978.058833508
0,0,893,6213.288376977
0,0,894,6772.938381034
0,0,895,7141.789173061
0,0,896,7394.090995745
0,0,897,7498.534375211
0,0,898,7474.278808903
0,0,899,7242.683753091
0,0,900,7071.699790656
0,0,901,6925.121550952
0,0,902,6930.506040666
0,0,903,6949.552110613
0,0,904,7415.771210099
0,0,905,7665.621722332
0,0,906,7226.082097791
0,0,907,6941.723729057
0,0,908,6538.595196812
0,0,909,6612.395673464
0,0,910,6224.456247083
0,0,911,5992.684169631
0,0,912,5768.431338998
0,0,913,5600.056636697
0,0,914,5375.724284963
0,0,915,5316.205381757
0,0,916,5436.439348023
0,0,917,5511.7961428
0,0,918,5943.863874879
0,0,919,6385.583877612
0,0,920,6702.485917026
0,0,921,6977.728550695
0,0,922,7128.761021523
0,0,923,6899.745377725
0,0,924,6732.067406376
0,0,925,6558.486661004
0,0,926,6536.952914245
0,0,927,6629.862399428
0,0,928,7051.292047292
0,0,929,7356.101185742
0,0,930,7111.6911109
0,0,931,6851.340328658
0,0,932,6524.472261302
0,0,933,6708.200830743
0,0,934,6330.040794951
0,0,935,6019.88323375
0,0,936,5819.103948819
0,0,937,5735.229671462
0,0,938,5656.693513062
0,0,939,5797.670993031
0,0,940,6433.617516036
0,0,941,7479.150718328
0,0,942,8382.997612585
0,0,943,8827.244563759
0,0,944,8969.702986848
0,0,945,9070.867443221
0,0,946,9076.344154913
0,0,947,8991.213496175
0,0,948,8996.953822278
0,0,949,8843.066435376
0,0,950,8736.931826628
0,0,951,8668.135597255
0,0,952,8952.828932494
0,0,953,8947.306289524
0,0,954,8521.810681167
0,0,955,7867.638420527
0,0,956,7380.374647632
0,0,957,7235.73332474
0,0,958,6776.913140303
0,0,959,6362.133728873
0,0,960,6121.772901655
0,0,961,5970.35874151
0,0,962,5805.217249036
0,0,963,5923.554351678
0,0,964,6496.919801921
0,0,965,7398.188571102
0,0,966,8260.901744109
0,0,967,8568.005180913
0,0,968,8690.071129269
0,0,969,8756.557473345
0,0,970,8701.831483661
0,0,971,8520.162427061
0,0,972,8412.067930034
0,0,973,8349.75833555
0,0,974,8265.917971696
0,0,975,8210.927454057
0,0,976,8613.10101381
0,0,977,8719.868156806
0,0,978,8218.760947844
0,0,979,7685.15465487
0,0,980,7185.044816459
0,0,981,7144.330822583
0,0,982,6705.961785544
0,0,983,6361.625041007
0,0,984,6068.647273897
0,0,985,5902.832369339
0,0,986,5764.060561271
0,0,987,5836.645406495
0,0,988,6397.863179355
0,0,989,7393.592553757
0,0,990,8165.444207126
0,0,991,8490.6618072
0,0,992,8612.325931953
0,0,993,8677.193699588
0,0,994,8688.336392774
0,0,995,8461.960987941
0,0,996,8408.145637788
0,0,997,8356.167011826
0,0,998,8318.114853956
0,0,999,8322.089972121
0,0,1000,8655.816220056
0,0,1001,8730.194921353
0,0,1002,8244.943073658
0,0,1003,7695.068131161
0,0,1004,7115.32506563
0,0,1005,6974.060032437
0,0,1006,6545.516554756
0,0,1007,6183.623294847
0,0,1008,5954.205511504
0,0,1009,5829.785930401
0,0,1010,5688.938910884
0,0,1011,5753.695321178
0,0,1012,6323.644917644
0,0,1013,7291.994714969
0,0,1014,8174.15092503
0,0,1015,8486.370180077
0,0,1016,8547.135600402
0,0,1017,8589.636385538
0,0,1018,8613.543093579
0,0,1019,8437.231961374
0,0,1020,8342.87707918
0,0,1021,8253.69184529
0,0,1022,8217.68276951
0,0,1023,8131.532830412
0,0,1024,8486.539136716
0,0,1025,8650.89984075
0,0,1026,8171.805262918
0,0,1027,7647.541291053
0,0,1028,7131.004099799
0,0,1029,7154.27785122
0,0,1030,6682.6900042
0,0,1031,6303.681364064
0,0,1032,6042.862610523
0,0,1033,5885.278953985
0,0,1034,5765.742690387
0,0,1035,5825.877894934
0,0,1036,6373.991065457
0,0,1037,7264.355386686
0,0,1038,8071.406883229
0,0,1039,8401.525035121
0,0,1040,8497.435479757
0,0,1041,8498.025272523
0,0,1042,8457.388223399
0,0,1043,8161.670272959
0,0,1044,8008.751016603
0,0,1045,7879.170437527
0,0,1046,7799.021565151
0,0,1047,7821.604129282
0,0,1048,8281.141228155
0,0,1049,8493.517465275
0,0,1050,8028.915230647
0,0,1051,7473.871187655
0,0,1052,7016.109037272
0,0,1053,6944.918957072
0,0,1054,6556.094394404
0,0,1055,6247.256442634
0,0,1056,5953.976317431
0,0,1057,5768.858674495
0,0,1058,5573.161377887
0,0,1059,5578.866821288
0,0,1060,5817.348838891
0,0,1061,6090.414281702
0,0,1062,6630.08991626
0,0,1063,6921.788002089
0,0,1064,7223.83378767
0,0,1065,7300.166821619
