hy,ca_id,value,pp_id
0,0,0.0,28
1,0,0.0,28
2,0,0.0,28
3,0,0.0,28
4,0,0.0,28
5,0,0.0,28
6,0,0.0,28
7,0,0.0277941054168691,28
8,0,0.08664921204951,28
9,0,0.130604613245118,28
10,0,0.177324819223026,28
11,0,0.211907030588092,28
12,0,0.217605140570775,28
13,0,0.169633632638615,28
14,0,0.0739337738987266,28
15,0,0.00175837344340818,28
16,0,0.0,28
17,0,0.0,28
18,0,0.0,28
19,0,0.0,28
20,0,0.0,28
21,0,0.0,28
22,0,0.0,28
23,0,0.0,28
24,0,0.0,28
25,0,0.0,28
26,0,0.0,28
27,0,0.0,28
28,0,0.0,28
29,0,0.0,28
30,0,0.0,28
31,0,0.0514297674390977,28
32,0,0.157056931289855,28
33,0,0.253307044839191,28
34,0,0.323761069115644,28
35,0,0.324270875492604,28
36,0,0.249051594937392,28
37,0,0.120465572601392,28
38,0,0.0241271595346428,28
39,0,8.37767199631818e-05,28
40,0,0.0,28
41,0,0.0,28
42,0,0.0,28
43,0,0.0,28
44,0,0.0,28
45,0,0.0,28
46,0,0.0,28
47,0,0.0,28
48,0,0.0,28
49,0,0.0,28
50,0,0.0,28
51,0,0.0,28
52,0,0.0,28
53,0,0.0,28
54,0,0.0,28
55,0,0.0457583421474204,28
56,0,0.120767829348947,28
57,0,0.166028022811232,28
58,0,0.181285504929407,28
59,0,0.120859686080975,28
60,0,0.0550669738913458,28
61,0,0.027324553983734,28
62,0,0.00695701939015398,28
63,0,0.0,28
64,0,0.0,28
65,0,0.0,28
66,0,0.0,28
67,0,0.0,28
68,0,0.0,28
69,0,0.0,28
70,0,0.0,28
71,0,0.0,28
72,0,0.0,28
73,0,0.0,28
74,0,0.0,28
75,0,0.0,28
76,0,0.0,28
77,0,0.0,28
78,0,0.0,28
79,0,0.0519877059809472,28
80,0,0.136512682611057,28
81,0,0.199155291584996,28
82,0,0.259788118815986,28
83,0,0.266418710409013,28
84,0,0.22046909943742,28
85,0,0.128980219685948,28
86,0,0.0417643526531946,28
87,0,0.0001677320448442,28
88,0,0.0,28
89,0,0.0,28
90,0,0.0,28
91,0,0.0,28
92,0,0.0,28
93,0,0.0,28
94,0,0.0,28
95,0,0.0,28
96,0,0.0,28
97,0,0.0,28
98,0,0.0,28
99,0,0.0,28
100,0,0.0,28
101,0,0.0,28
102,0,0.0,28
103,0,0.0364946686101567,28
104,0,0.109234740789943,28
105,0,0.171910097719754,28
106,0,0.222338633977035,28
107,0,0.236439307155991,28
108,0,0.2153843718003,28
109,0,0.162527767410448,28
110,0,0.0781191050739922,28
111,0,0.00344033761971393,28
112,0,0.0,28
113,0,0.0,28
114,0,0.0,28
115,0,0.0,28
116,0,0.0,28
117,0,0.0,28
118,0,0.0,28
119,0,0.0,28
120,0,0.0,28
121,0,0.0,28
122,0,0.0,28
123,0,0.0,28
124,0,0.0,28
125,0,0.0,28
126,0,0.0,28
127,0,0.0942651153978227,28
128,0,0.239991040290866,28
129,0,0.353488866492155,28
130,0,0.411503402498667,28
131,0,0.415793864545765,28
132,0,0.373324509243713,28
133,0,0.277711905850821,28
134,0,0.123243685758466,28
135,0,0.00218283844690648,28
136,0,0.0,28
137,0,0.0,28
138,0,0.0,28
139,0,0.0,28
140,0,0.0,28
141,0,0.0,28
142,0,0.0,28
143,0,0.0,28
144,0,0.0,28
145,0,0.0,28
146,0,0.0,28
147,0,0.0,28
148,0,0.0,28
149,0,0.0,28
150,0,0.0,28
151,0,0.040648784705785,28
152,0,0.127240233545356,28
153,0,0.190402639758156,28
154,0,0.23777759744572,28
155,0,0.261972714291132,28
156,0,0.237116176257282,28
157,0,0.163204723804421,28
158,0,0.0628305905006523,28
159,0,0.00243599930720385,28
160,0,0.0,28
161,0,0.0,28
162,0,0.0,28
163,0,0.0,28
164,0,0.0,28
165,0,0.0,28
166,0,0.0,28
167,0,0.0,28
168,0,0.0,28
169,0,0.0,28
170,0,0.0,28
171,0,0.0,28
172,0,0.0,28
173,0,0.0,28
174,0,0.0,28
175,0,0.0315951835923906,28
176,0,0.105291599893041,28
177,0,0.164789623948373,28
178,0,0.217903597726208,28
179,0,0.246228953422295,28
180,0,0.228754283038484,28
181,0,0.163459562956069,28
182,0,0.0601746210803824,28
183,0,0.00134471403743899,28
184,0,0.0,28
185,0,0.0,28
186,0,0.0,28
187,0,0.0,28
188,0,0.0,28
189,0,0.0,28
190,0,0.0,28
191,0,0.0,28
192,0,0.0,28
193,0,0.0,28
194,0,0.0,28
195,0,0.0,28
196,0,0.0,28
197,0,0.0,28
198,0,0.0,28
199,0,0.0203460035479507,28
200,0,0.0582648449188368,28
201,0,0.14780932750965,28
202,0,0.208182021145294,28
203,0,0.173040419924112,28
204,0,0.13966302099225,28
205,0,0.0911487444748305,28
206,0,0.027160236046785,28
207,0,0.000420446392846979,28
208,0,0.0,28
209,0,0.0,28
210,0,0.0,28
211,0,0.0,28
212,0,0.0,28
213,0,0.0,28
214,0,0.0,28
215,0,0.0,28
216,0,0.0,28
217,0,0.0,28
218,0,0.0,28
219,0,0.0,28
220,0,0.0,28
221,0,0.0,28
222,0,0.0,28
223,0,0.0368441421723974,28
224,0,0.110534871172005,28
225,0,0.190201576167759,28
226,0,0.26642269516387,28
227,0,0.292507798523147,28
228,0,0.264415399006027,28
229,0,0.179281475087195,28
230,0,0.060070297502306,28
231,0,0.00117787501718397,28
232,0,0.0,28
233,0,0.0,28
234,0,0.0,28
235,0,0.0,28
236,0,0.0,28
237,0,0.0,28
238,0,0.0,28
239,0,0.0,28
240,0,0.0,28
241,0,0.0,28
242,0,0.0,28
243,0,0.0,28
244,0,0.0,28
245,0,0.0,28
246,0,0.0,28
247,0,0.00572313141539095,28
248,0,0.027437971827496,28
249,0,0.0554663286076055,28
250,0,0.0836642630167103,28
251,0,0.111779272800147,28
252,0,0.117000469478238,28
253,0,0.0849324338333585,28
254,0,0.0308086797251137,28
255,0,0.000505071486169884,28
256,0,0.0,28
257,0,0.0,28
258,0,0.0,28
259,0,0.0,28
260,0,0.0,28
261,0,0.0,28
262,0,0.0,28
263,0,0.0,28
264,0,0.0,28
265,0,0.0,28
266,0,0.0,28
267,0,0.0,28
268,0,0.0,28
269,0,0.0,28
270,0,0.0,28
271,0,0.0539775513978715,28
272,0,0.124041637831243,28
273,0,0.188045551082762,28
274,0,0.226788113269989,28
275,0,0.194285828420956,28
276,0,0.143675312357079,28
277,0,0.0954207063278088,28
278,0,0.0449742125357954,28
279,0,0.0043796080774042,28
280,0,0.0,28
281,0,0.0,28
282,0,0.0,28
283,0,0.0,28
284,0,0.0,28
285,0,0.0,28
286,0,0.0,28
287,0,0.0,28
288,0,0.0,28
289,0,0.0,28
290,0,0.0,28
291,0,0.0,28
292,0,0.0,28
293,0,0.0,28
294,0,0.00033700455710474,28
295,0,0.159912193514262,28
296,0,0.306434926590947,28
297,0,0.397101924564215,28
298,0,0.441683482376566,28
299,0,0.439081161259182,28
300,0,0.392746590011426,28
301,0,0.296862644668737,28
302,0,0.146707146076668,28
303,0,0.00632009126154242,28
304,0,0.0,28
305,0,0.0,28
306,0,0.0,28
307,0,0.0,28
308,0,0.0,28
309,0,0.0,28
310,0,0.0,28
311,0,0.0,28
312,0,0.0,28
313,0,0.0,28
314,0,0.0,28
315,0,0.0,28
316,0,0.0,28
317,0,0.0,28
318,0,0.000168591581011288,28
319,0,0.0588397603795298,28
320,0,0.11591182823197,28
321,0,0.154693017453614,28
322,0,0.162620935255659,28
323,0,0.148545573593092,28
324,0,0.122076468397237,28
325,0,0.0729271239204812,28
326,0,0.0240285421609072,28
327,0,0.000421562673583457,28
328,0,0.0,28
329,0,0.0,28
330,0,0.0,28
331,0,0.0,28
332,0,0.0,28
333,0,0.0,28
334,0,0.0,28
335,0,0.0,28
336,0,0.0,28
337,0,0.0,28
338,0,0.0,28
339,0,0.0,28
340,0,0.0,28
341,0,0.0,28
342,0,0.00050604265041062,28
343,0,0.0635940958610601,28
344,0,0.115045437883096,28
345,0,0.163631284889244,28
346,0,0.227654937854429,28
347,0,0.229178254650618,28
348,0,0.179331511257287,28
349,0,0.120541101499808,28
350,0,0.063182138783214,28
351,0,0.00295250150811527,28
352,0,0.0,28
353,0,0.0,28
354,0,0.0,28
355,0,0.0,28
356,0,0.0,28
357,0,0.0,28
358,0,0.0,28
359,0,0.0,28
360,0,0.0,28
361,0,0.0,28
362,0,0.0,28
363,0,0.0,28
364,0,0.0,28
365,0,0.0,28
366,0,8.43850929645625e-05,28
367,0,0.0648091802361267,28
368,0,0.155275417576645,28
369,0,0.24042903127513,28
370,0,0.299509106133457,28
371,0,0.302638301560263,28
372,0,0.25487669243122,28
373,0,0.165842298411249,28
374,0,0.0592487836488163,28
375,0,0.000759616534580487,28
376,0,0.0,28
377,0,0.0,28
378,0,0.0,28
379,0,0.0,28
380,0,0.0,28
381,0,0.0,28
382,0,0.0,28
383,0,0.0,28
384,0,0.0,28
385,0,0.0,28
386,0,0.0,28
387,0,0.0,28
388,0,0.0,28
389,0,0.0,28
390,0,0.0,28
391,0,0.0101317925594299,28
392,0,0.0360530896104288,28
393,0,0.0599490811743698,28
394,0,0.0736292262492016,28
395,0,0.0751507514148081,28
396,0,0.0628240348090315,28
397,0,0.0382525736635841,28
398,0,0.0119911371670788,28
399,0,0.000253339465215206,28
400,0,0.0,28
401,0,0.0,28
402,0,0.0,28
403,0,0.0,28
404,0,0.0,28
405,0,0.0,28
406,0,0.0,28
407,0,0.0,28
408,0,0.0,28
409,0,0.0,28
410,0,0.0,28
411,0,0.0,28
412,0,0.0,28
413,0,0.0,28
414,0,0.0,28
415,0,0.0364092662891826,28
416,0,0.117171147390306,28
417,0,0.204948423782698,28
418,0,0.253023102698697,28
419,0,0.271277153516837,28
420,0,0.24281149435545,28
421,0,0.180042689247014,28
422,0,0.0766317762041368,28
423,0,0.00557641521587884,28
424,0,0.0,28
425,0,0.0,28
426,0,0.0,28
427,0,0.0,28
428,0,0.0,28
429,0,0.0,28
430,0,0.0,28
431,0,0.0,28
432,0,0.0,28
433,0,0.0,28
434,0,0.0,28
435,0,0.0,28
436,0,0.0,28
437,0,0.0,28
438,0,0.000422595233264699,28
439,0,0.0863803670774924,28
440,0,0.224830561786017,28
441,0,0.337844938342319,28
442,0,0.405389038963581,28
443,0,0.411991172989009,28
444,0,0.374046176861848,28
445,0,0.268135725812247,28
446,0,0.114712543547498,28
447,0,0.00819997171380675,28
448,0,0.0,28
449,0,0.0,28
450,0,0.0,28
451,0,0.0,28
452,0,0.0,28
453,0,0.0,28
454,0,0.0,28
455,0,0.0,28
456,0,0.0,28
457,0,0.0,28
458,0,0.0,28
459,0,0.0,28
460,0,0.0,28
461,0,0.0,28
462,0,0.0,28
463,0,0.0179278983702621,28
464,0,0.0603811370361857,28
465,0,0.117720436766225,28
466,0,0.172863409657126,28
467,0,0.199676853523834,28
468,0,0.197228575128529,28
469,0,0.153591325622307,28
470,0,0.0783197665852612,28
471,0,0.00871178553562496,28
472,0,0.0,28
473,0,0.0,28
474,0,0.0,28
475,0,0.0,28
476,0,0.0,28
477,0,0.0,28
478,0,0.0,28
479,0,0.0,28
480,0,0.0,28
481,0,0.0,28
482,0,0.0,28
483,0,0.0,28
484,0,0.0,28
485,0,0.0,28
486,0,0.00186138368046088,28
487,0,0.122600193681061,28
488,0,0.24012905479522,28
489,0,0.319502201626681,28
490,0,0.340578558708325,28
491,0,0.33110887012905,28
492,0,0.29075264295445,28
493,0,0.209014789796179,28
494,0,0.0919854541133972,28
495,0,0.00660075727918661,28
496,0,0.0,28
497,0,0.0,28
498,0,0.0,28
499,0,0.0,28
500,0,0.0,28
501,0,0.0,28
502,0,0.0,28
503,0,0.0,28
504,0,0.0,28
505,0,0.0,28
506,0,0.0,28
507,0,0.0,28
508,0,0.0,28
509,0,0.0,28
510,0,0.000169306000682635,28
511,0,0.0446977665072636,28
512,0,0.117249558968791,28
513,0,0.184894342531079,28
514,0,0.233408839180948,28
515,0,0.238409044349099,28
516,0,0.205987908940743,28
517,0,0.140037603061817,28
518,0,0.0579128327137777,28
519,0,0.00508018467314187,28
520,0,0.0,28
521,0,0.0,28
522,0,0.0,28
523,0,0.0,28
524,0,0.0,28
525,0,0.0,28
526,0,0.0,28
527,0,0.0,28
528,0,0.0,28
529,0,0.0,28
530,0,0.0,28
531,0,0.0,28
532,0,0.0,28
533,0,0.0,28
534,0,0.000338790606283106,28
535,0,0.0382841794414791,28
536,0,0.0962207591674575,28
537,0,0.140522663504627,28
538,0,0.165852572960127,28
539,0,0.165517387940623,28
540,0,0.151967612994385,28
541,0,0.110378009324384,28
542,0,0.0477778699170562,28
543,0,0.00347329022705477,28
544,0,0.0,28
545,0,0.0,28
546,0,0.0,28
547,0,0.0,28
548,0,0.0,28
549,0,0.0,28
550,0,0.0,28
551,0,0.0,28
552,0,0.0,28
553,0,0.0,28
554,0,0.0,28
555,0,0.0,28
556,0,0.0,28
557,0,0.0,28
558,0,0.000338969211200942,28
559,0,0.0332197120011068,28
560,0,0.0895765470889772,28
561,0,0.135172875305249,28
562,0,0.163821256450613,28
563,0,0.160350036924324,28
564,0,0.139927971718148,28
565,0,0.0975533803128941,28
566,0,0.0426328648313245,28
567,0,0.00347512092746259,28
568,0,0.0,28
569,0,0.0,28
570,0,0.0,28
571,0,0.0,28
572,0,0.0,28
573,0,0.0,28
574,0,0.0,28
575,0,0.0,28
576,0,0.0,28
577,0,0.0,28
578,0,0.0,28
579,0,0.0,28
580,0,0.0,28
581,0,0.0,28
582,0,0.0,28
583,0,0.0129726886181311,28
584,0,0.0420561747828795,28
585,0,0.0778395475278402,28
586,0,0.110571892255258,28
587,0,0.128381532142916,28
588,0,0.124229241166292,28
589,0,0.095060774558853,28
590,0,0.0433337391019252,28
591,0,0.00237450355074077,28
592,0,0.0,28
593,0,0.0,28
594,0,0.0,28
595,0,0.0,28
596,0,0.0,28
597,0,0.0,28
598,0,0.0,28
599,0,0.0,28
600,0,0.0,28
601,0,0.0,28
602,0,0.0,28
603,0,0.0,28
604,0,0.0,28
605,0,0.0,28
606,0,0.00212079013147885,28
607,0,0.0738051151825317,28
608,0,0.196817956772266,28
609,0,0.295403083959996,28
610,0,0.352336562733923,28
611,0,0.360149652756161,28
612,0,0.330292896082957,28
613,0,0.255891399659789,28
614,0,0.118869931092232,28
615,0,0.0136605842647024,28
616,0,0.0,28
617,0,0.0,28
618,0,0.0,28
619,0,0.0,28
620,0,0.0,28
621,0,0.0,28
622,0,0.0,28
623,0,0.0,28
624,0,0.0,28
625,0,0.0,28
626,0,0.0,28
627,0,0.0,28
628,0,0.0,28
629,0,0.0,28
630,0,0.000169752512977226,28
631,0,0.0315746595078206,28
632,0,0.0861531770857672,28
633,0,0.141243378252779,28
634,0,0.170022047815459,28
635,0,0.173421196685775,28
636,0,0.151269381185432,28
637,0,0.0941422112581339,28
638,0,0.0371823194215135,28
639,0,0.0021223250174915,28
640,0,0.0,28
641,0,0.0,28
642,0,0.0,28
643,0,0.0,28
644,0,0.0,28
