hy,nd_id,fl_id,value
2051,2,17,32.28
2051,3,17,50.48
2052,1,17,50.07
2052,2,17,29.85
2052,3,17,49.66
2053,1,17,50.94
2053,2,17,29.45
2053,3,17,50.9
2054,1,17,50.23
2054,2,17,29.52
2054,3,17,49.96
2055,1,17,48.99
2055,2,17,30.61
2055,3,17,51.92
2056,1,17,49.46
2056,2,17,40.03
2056,3,17,52.03
2057,1,17,52.49
2057,2,17,45.44
2057,3,17,57.7
2058,1,17,61.09
2058,2,17,46.49
2058,3,17,65.99
2059,1,17,55.66
2059,2,17,38.2
2059,3,17,57.55
2060,1,17,49.94
2060,2,17,32.31
2060,3,17,52.28
2061,1,17,49.42
2061,2,17,30.82
2061,3,17,50.5
2062,1,17,47.97
2062,2,17,27.33
2062,3,17,48.41
2063,1,17,47.37
2063,2,17,25.68
2063,3,17,49.59
2064,1,17,44.55
2064,2,17,24.97
2064,3,17,43.41
2065,1,17,40.08
2065,2,17,24.94
2065,3,17,39.5
2066,1,17,37.69
2066,2,17,27.06
2066,3,17,36.44
2067,1,17,35.56
2067,2,17,28.08
2067,3,17,34.07
2068,1,17,36.01
2068,2,17,30.95
2068,3,17,33.01
2069,1,17,39.4
2069,2,17,32.31
2069,3,17,32.31
2070,1,17,43.02
2070,2,17,32.55
2070,3,17,35.85
2071,1,17,43.42
2071,2,17,38.39
2071,3,17,38.39
2072,1,17,40.04
2072,2,17,30.96
2072,3,17,37.19
2073,1,17,35.35
2073,2,17,32.47
2073,3,17,36.64
2074,1,17,34.08
2074,2,17,28.22
2074,3,17,33.56
2075,1,17,36.29
2075,2,17,25.86
2075,3,17,34.6
2076,1,17,34.05
2076,2,17,23.29
2076,3,17,35.87
2077,1,17,30.22
2077,2,17,23.11
2077,3,17,29.13
2078,1,17,27.12
2078,2,17,23.57
2078,3,17,23.57
2079,1,17,25.71
2079,2,17,23.7
2079,3,17,23.7
2080,1,17,32.34
2080,2,17,26.87
2080,3,17,30.26
2081,1,17,39.04
2081,2,17,32.96
2081,3,17,40.0
2082,1,17,48.02
2082,2,17,34.96
2082,3,17,49.99
2083,1,17,46.9
2083,2,17,25.19
2083,3,17,44.94
2084,1,17,42.16
2084,2,17,22.18
2084,3,17,36.64
2085,1,17,42.47
2085,2,17,19.51
2085,3,17,40.0
2086,1,17,36.7
2086,2,17,11.71
2086,3,17,37.69
2087,1,17,34.1
2087,2,17,9.9
2087,3,17,28.06
2088,1,17,29.65
2088,2,17,8.93
2088,3,17,24.2
2089,1,17,22.35
2089,2,17,5.08
2089,3,17,21.94
2090,1,17,14.2
2090,2,17,6.98
2090,3,17,16.64
2091,1,17,10.52
2091,2,17,5.99
2091,3,17,14.21
2092,1,17,11.39
2092,2,17,-0.08
2092,3,17,13.08
2093,1,17,11.37
2093,2,17,-0.01
2093,3,17,9.83
2094,1,17,12.7
2094,2,17,10.69
2094,3,17,10.69
2095,1,17,15.92
2095,2,17,14.9
2095,3,17,16.74
2096,1,17,14.97
2096,2,17,14.92
2096,3,17,17.7
2097,1,17,15.06
2097,2,17,14.96
2097,3,17,17.93
2098,1,17,14.38
2098,2,17,14.95
2098,3,17,22.09
2099,1,17,13.61
2099,2,17,12.14
2099,3,17,18.63
2100,1,17,8.51
2100,2,17,14.27
2100,3,17,14.27
2101,1,17,5.4
2101,2,17,11.48
2101,3,17,11.48
2102,1,17,6.15
2102,2,17,10.55
2102,3,17,10.55
2103,1,17,13.62
2103,2,17,12.4
2103,3,17,12.4
2104,1,17,22.48
2104,2,17,18.59
2104,3,17,18.59
2105,1,17,32.34
2105,2,17,24.37
2105,3,17,24.77
2106,1,17,37.9
2106,2,17,24.43
2106,3,17,33.05
2107,1,17,39.62
2107,2,17,19.65
2107,3,17,27.76
2108,1,17,37.88
2108,2,17,15.0
2108,3,17,28.85
2109,1,17,37.05
2109,2,17,8.98
2109,3,17,28.37
2110,1,17,16.62
2110,2,17,-19.2
2110,3,17,19.15
2111,1,17,13.98
2111,2,17,-13.87
2111,3,17,15.84
2112,1,17,11.36
2112,2,17,-20.07
2112,3,17,11.86
2113,1,17,8.6
2113,2,17,-12.27
2113,3,17,4.95
2114,1,17,8.59
2114,2,17,-2.49
2114,3,17,3.18
2115,1,17,22.22
2115,2,17,9.37
2115,3,17,12.44
2116,1,17,40.46
2116,2,17,23.76
2116,3,17,30.51
2117,1,17,50.33
2117,2,17,32.39
2117,3,17,50.3
2118,1,17,53.69
2118,2,17,30.25
2118,3,17,52.96
2119,1,17,53.68
2119,2,17,28.45
2119,3,17,55.77
2120,1,17,52.97
2120,2,17,26.7
2120,3,17,54.03
2121,1,17,52.96
2121,2,17,25.27
2121,3,17,53.01
2122,1,17,51.04
2122,2,17,16.06
2122,3,17,49.95
2123,1,17,49.6
2123,2,17,14.92
2123,3,17,49.26
2124,1,17,50.99
2124,2,17,13.01
2124,3,17,46.5
2125,1,17,50.94
2125,2,17,12.7
2125,3,17,39.94
2126,1,17,50.73
2126,2,17,11.41
2126,3,17,36.07
2127,1,17,50.03
2127,2,17,15.19
2127,3,17,34.46
2128,1,17,46.53
2128,2,17,23.99
2128,3,17,42.32
2129,1,17,50.97
2129,2,17,36.34
2129,3,17,50.48
2130,1,17,51.91
2130,2,17,43.54
2130,3,17,57.27
2131,1,17,47.52
2131,2,17,34.94
2131,3,17,49.33
2132,1,17,45.56
2132,2,17,32.36
2132,3,17,47.04
2133,1,17,35.62
2133,2,17,22.51
2133,3,17,43.0
2134,1,17,30.55
2134,2,17,17.96
2134,3,17,38.74
2135,1,17,22.87
2135,2,17,12.48
2135,3,17,26.27
2136,1,17,20.03
2136,2,17,11.79
2136,3,17,21.46
2137,1,17,14.99
2137,2,17,10.22
2137,3,17,10.22
2138,1,17,13.85
2138,2,17,8.88
2138,3,17,8.88
2139,1,17,22.12
2139,2,17,15.23
2139,3,17,21.72
2140,1,17,38.9
2140,2,17,24.95
2140,3,17,40.34
2141,1,17,52.47
2141,2,17,25.99
2141,3,17,45.35
2142,1,17,52.97
2142,2,17,27.05
2142,3,17,54.71
2143,1,17,52.62
2143,2,17,27.29
2143,3,17,55.18
2144,1,17,51.46
2144,2,17,27.07
2144,3,17,53.98
2145,1,17,51.0
2145,2,17,27.05
2145,3,17,52.0
2146,1,17,47.05
2146,2,17,23.23
2146,3,17,46.03
2147,1,17,46.08
2147,2,17,22.39
2147,3,17,44.97
2148,1,17,46.93
2148,2,17,18.01
2148,3,17,45.0
2149,1,17,48.66
2149,2,17,14.96
2149,3,17,41.5
2150,1,17,48.06
2150,2,17,13.87
2150,3,17,38.38
2151,1,17,46.09
2151,2,17,14.57
2151,3,17,41.5
2152,1,17,48.9
2152,2,17,21.94
2152,3,17,43.8
2153,1,17,51.01
2153,2,17,22.09
2153,3,17,49.69
2154,1,17,51.09
2154,2,17,19.23
2154,3,17,53.62
2155,1,17,48.1
2155,2,17,16.99
2155,3,17,48.91
2156,1,17,46.3
2156,2,17,12.59
2156,3,17,47.02
2157,1,17,40.98
2157,2,17,-7.5
2157,3,17,41.5
2158,1,17,37.92
2158,2,17,9.34
2158,3,17,37.0
2159,1,17,27.6
2159,2,17,0.05
2159,3,17,29.7
2160,1,17,23.3
2160,2,17,-8.1
2160,3,17,25.01
2161,1,17,18.75
2161,2,17,-1.07
2161,3,17,21.9
2162,1,17,18.53
2162,2,17,5.06
2162,3,17,14.9
2163,1,17,30.52
2163,2,17,16.99
2163,3,17,30.75
2164,1,17,45.77
2164,2,17,23.77
2164,3,17,49.61
2165,1,17,53.56
2165,2,17,29.55
2165,3,17,57.79
2166,1,17,61.08
2166,2,17,31.0
2166,3,17,62.41
2167,1,17,60.08
2167,2,17,29.0
2167,3,17,60.5
2168,1,17,58.02
2168,2,17,25.21
2168,3,17,57.22
2169,1,17,56.43
2169,2,17,20.66
2169,3,17,51.79
2170,1,17,52.27
2170,2,17,13.55
2170,3,17,47.1
2171,1,17,47.94
2171,2,17,15.3
2171,3,17,44.94
2172,1,17,49.04
2172,2,17,15.18
2172,3,17,46.22
2173,1,17,50.52
2173,2,17,20.07
2173,3,17,41.87
2174,1,17,50.13
2174,2,17,16.97
2174,3,17,38.63
2175,1,17,49.1
2175,2,17,24.27
2175,3,17,37.69
2176,1,17,53.26
2176,2,17,27.09
2176,3,17,41.0
2177,1,17,56.91
2177,2,17,33.99
2177,3,17,49.28
2178,1,17,58.34
2178,2,17,32.76
2178,3,17,49.54
2179,1,17,53.45
2179,2,17,28.36
2179,3,17,42.21
2180,1,17,51.6
2180,2,17,27.19
2180,3,17,48.51
2181,1,17,47.19
2181,2,17,22.25
2181,3,17,49.72
2182,1,17,44.52
2182,2,17,24.34
2182,3,17,48.38
2183,1,17,40.21
2183,2,17,22.95
2183,3,17,41.87
2184,1,17,37.33
2184,2,17,19.9
2184,3,17,37.64
2185,1,17,34.02
2185,2,17,24.0
2185,3,17,32.07
2186,1,17,33.68
2186,2,17,24.31
2186,3,17,27.49
2187,1,17,39.75
2187,2,17,24.93
2187,3,17,37.33
2188,1,17,51.99
2188,2,17,35.14
2188,3,17,51.12
2189,1,17,61.02
2189,2,17,43.98
2189,3,17,58.2
2190,1,17,65.7
2190,2,17,48.3
2190,3,17,63.99
2191,1,17,64.24
2191,2,17,48.24
2191,3,17,60.99
2192,1,17,59.97
2192,2,17,47.65
2192,3,17,57.35
2193,1,17,55.91
2193,2,17,42.92
2193,3,17,53.55
2194,1,17,51.81
2194,2,17,39.13
2194,3,17,49.01
2195,1,17,50.85
2195,2,17,31.92
2195,3,17,48.5
2196,1,17,48.61
2196,2,17,26.31
2196,3,17,49.64
2197,1,17,49.29
2197,2,17,24.64
2197,3,17,50.0
2198,1,17,49.96
2198,2,17,24.03
2198,3,17,50.04
2199,1,17,48.07
2199,2,17,24.65
2199,3,17,50.68
2200,1,17,50.99
2200,2,17,27.4
2200,3,17,52.25
2201,1,17,59.71
2201,2,17,34.62
2201,3,17,60.99
2202,1,17,58.46
2202,2,17,39.06
2202,3,17,63.92
2203,1,17,52.95
2203,2,17,39.03
2203,3,17,55.69
2204,1,17,52.39
2204,2,17,31.99
2204,3,17,54.22
2205,1,17,50.03
2205,2,17,24.47
2205,3,17,51.02
2206,1,17,46.58
2206,2,17,19.46
2206,3,17,43.69
2207,1,17,41.91
2207,2,17,23.19
2207,3,17,41.73
2208,1,17,37.53
2208,2,17,22.78
2208,3,17,36.82
2209,1,17,34.28
2209,2,17,22.98
2209,3,17,31.51
2210,1,17,33.08
2210,2,17,22.01
2210,3,17,32.87
2211,1,17,39.07
2211,2,17,22.6
2211,3,17,38.31
2212,1,17,48.81
2212,2,17,23.55
2212,3,17,52.25
2213,1,17,53.08
2213,2,17,24.33
2213,3,17,56.55
2214,1,17,59.94
2214,2,17,22.58
2214,3,17,60.99
2215,1,17,58.9
2215,2,17,19.46
2215,3,17,60.99
2216,1,17,54.01
2216,2,17,11.95
2216,3,17,54.47
2217,1,17,52.55
2217,2,17,15.39
2217,3,17,51.0
2218,1,17,48.27
2218,2,17,15.35
2218,3,17,45.51
2219,1,17,46.61
2219,2,17,12.91
2219,3,17,43.63
2220,1,17,45.95
2220,2,17,13.08
2220,3,17,43.01
2221,1,17,43.23
2221,2,17,15.31
2221,3,17,38.23
2222,1,17,44.06
2222,2,17,16.95
2222,3,17,38.95
2223,1,17,45.58
2223,2,17,25.07
2223,3,17,42.53
2224,1,17,50.03
2224,2,17,33.97
2224,3,17,47.46
2225,1,17,51.28
2225,2,17,40.49
2225,3,17,53.76
2226,1,17,53.06
2226,2,17,39.97
2226,3,17,56.64
2227,1,17,50.99
2227,2,17,38.95
2227,3,17,53.64
2228,1,17,50.91
2228,2,17,36.96
2228,3,17,54.53
2229,1,17,44.72
2229,2,17,29.7
2229,3,17,52.82
2230,1,17,37.92
2230,2,17,27.58
2230,3,17,44.5
2231,1,17,36.01
2231,2,17,25.47
2231,3,17,31.91
2232,1,17,32.26
2232,2,17,25.51
2232,3,17,30.46
2233,1,17,28.82
2233,2,17,25.38
2233,3,17,25.38
2234,1,17,28.32
2234,2,17,25.1
2234,3,17,25.1
2235,1,17,29.05
2235,2,17,25.29
2235,3,17,25.29
2236,1,17,29.4
2236,2,17,25.4
2236,3,17,26.87
2237,1,17,32.26
2237,2,17,27.32
2237,3,17,29.16
2238,1,17,35.09
2238,2,17,31.1
2238,3,17,31.79
2239,1,17,37.14
2239,2,17,32.84
2239,3,17,36.89
2240,1,17,37.33
2240,2,17,30.94
2240,3,17,35.93
2241,1,17,35.68
2241,2,17,29.03
2241,3,17,35.0
2242,1,17,34.05
2242,2,17,26.07
2242,3,17,34.76
2243,1,17,30.8
2243,2,17,25.12
2243,3,17,31.34
2244,1,17,27.84
2244,2,17,24.91
2244,3,17,28.99
2245,1,17,25.26
2245,2,17,24.81
2245,3,17,24.81
2246,1,17,25.05
2246,2,17,24.45
2246,3,17,24.45
2247,1,17,26.05
2247,2,17,26.01
2247,3,17,26.01
2248,1,17,34.6
2248,2,17,31.29
2248,3,17,31.29
2249,1,17,38.65
2249,2,17,31.09
2249,3,17,31.09
2250,1,17,37.58
2250,2,17,33.18
2250,3,17,33.18
2251,1,17,37.94
2251,2,17,33.21
2251,3,17,33.21
2252,1,17,38.09
2252,2,17,33.15
2252,3,17,33.15
2253,1,17,38.07
2253,2,17,27.32
2253,3,17,32.44
2254,1,17,29.97
2254,2,17,29.62
2254,3,17,30.0
2255,1,17,25.63
2255,2,17,26.08
2255,3,17,27.09
2256,1,17,24.33
2256,2,17,25.42
2256,3,17,26.14
2257,1,17,20.85
2257,2,17,25.08
2257,3,17,25.08
2258,1,17,19.76
2258,2,17,24.6
2258,3,17,24.6
2259,1,17,20.55
2259,2,17,24.72
2259,3,17,24.72
2260,1,17,20.76
2260,2,17,24.18
2260,3,17,24.18
2261,1,17,22.52
2261,2,17,24.72
2261,3,17,24.72
2262,1,17,22.41
2262,2,17,25.41
2262,3,17,26.88
2263,1,17,30.3
2263,2,17,25.33
2263,3,17,29.94
2264,1,17,28.25
2264,2,17,24.33
2264,3,17,28.84
2265,1,17,23.98
2265,2,17,25.34
2265,3,17,28.0
2266,1,17,24.09
2266,2,17,23.1
2266,3,17,27.64
2267,1,17,21.04
2267,2,17,16.39
2267,3,17,24.01
2268,1,17,16.15
2268,2,17,15.23
2268,3,17,16.5
2269,1,17,13.46
2269,2,17,12.0
2269,3,17,12.0
2270,1,17,12.58
2270,2,17,12.2
2270,3,17,12.2
2271,1,17,18.02
2271,2,17,18.45
2271,3,17,18.45
2272,1,17,25.59
2272,2,17,26.22
2272,3,17,26.22
2273,1,17,30.99
2273,2,17,30.57
2273,3,17,30.57
2274,1,17,34.86
2274,2,17,39.0
2274,3,17,39.0
2275,1,17,34.73
2275,2,17,37.63
2275,3,17,40.87
2276,1,17,34.19
2276,2,17,39.06
2276,3,17,45.0
2277,1,17,32.72
2277,2,17,34.97
2277,3,17,42.0
2278,1,17,30.33
2278,2,17,27.01
2278,3,17,43.25
2279,1,17,28.87
2279,2,17,25.17
2279,3,17,37.94
2280,1,17,27.26
2280,2,17,24.09
2280,3,17,31.04
2281,1,17,26.98
2281,2,17,24.07
2281,3,17,31.28
2282,1,17,26.06
2282,2,17,24.62
2282,3,17,28.34
2283,1,17,25.98
2283,2,17,24.79
2283,3,17,30.0
2284,1,17,26.19
2284,2,17,23.07
2284,3,17,33.78
2285,1,17,26.21
2285,2,17,25.05
2285,3,17,35.3
2286,1,17,28.88
2286,2,17,24.03
2286,3,17,41.09
2287,1,17,32.61
2287,2,17,25.13
2287,3,17,43.5
2288,1,17,30.1
2288,2,17,25.93
2288,3,17,41.79
2289,1,17,29.97
2289,2,17,26.14
2289,3,17,40.12
2290,1,17,28.97
2290,2,17,25.98
2290,3,17,31.22
2291,1,17,23.54
2291,2,17,24.03
2291,3,17,25.64
2292,1,17,19.05
2292,2,17,18.06
2292,3,17,18.06
2293,1,17,18.03
2293,2,17,15.35
2293,3,17,15.35
2294,1,17,18.93
2294,2,17,16.68
2294,3,17,16.68
2295,1,17,22.01
2295,2,17,22.82
2295,3,17,22.82
2296,1,17,28.74
2296,2,17,28.27
2296,3,17,29.28
2297,1,17,36.11
2297,2,17,30.41
2297,3,17,40.32
2298,1,17,40.44
2298,2,17,37.99
2298,3,17,43.38
2299,1,17,40.75
2299,2,17,35.18
2299,3,17,45.75
2300,1,17,43.11
2300,2,17,34.44
2300,3,17,46.76
2301,1,17,38.46
2301,2,17,31.93
2301,3,17,46.21
2302,1,17,36.87
2302,2,17,34.67
2302,3,17,41.1
2303,1,17,32.42
2303,2,17,31.64
2303,3,17,38.4
2304,1,17,28.44
2304,2,17,30.68
2304,3,17,34.97
2305,1,17,27.15
2305,2,17,28.01
2305,3,17,28.01
2306,1,17,27.65
2306,2,17,29.28
2306,3,17,29.28
2307,1,17,36.71
2307,2,17,31.88
2307,3,17,36.42
2308,1,17,52.29
2308,2,17,47.58
2308,3,17,54.19
2309,1,17,61.07
2309,2,17,55.26
2309,3,17,63.52
2310,1,17,66.31
2310,2,17,46.62
2310,3,17,82.3
2311,1,17,65.38
2311,2,17,40.08
2311,3,17,82.3
2312,1,17,61.83
2312,2,17,31.12
2312,3,17,64.94
2313,1,17,58.97
2313,2,17,29.7
2313,3,17,60.0
2314,1,17,55.78
2314,2,17,26.8
2314,3,17,51.15
2315,1,17,52.54
2315,2,17,26.41
2315,3,17,50.06
2316,1,17,50.68
2316,2,17,25.9
2316,3,17,49.18
2317,1,17,49.91
2317,2,17,27.58
2317,3,17,43.4
2318,1,17,49.91
2318,2,17,28.91
2318,3,17,40.75
2319,1,17,48.93
2319,2,17,35.07
2319,3,17,42.69
2320,1,17,50.12
2320,2,17,45.0
2320,3,17,50.5
2321,1,17,57.5
2321,2,17,49.94
2321,3,17,56.0
2322,1,17,58.97
2322,2,17,52.23
2322,3,17,62.12
2323,1,17,54.25
2323,2,17,45.16
2323,3,17,59.49
2324,1,17,52.6
2324,2,17,40.9
2324,3,17,60.64
2325,1,17,51.08
2325,2,17,32.36
2325,3,17,52.88
2326,1,17,48.94
2326,2,17,29.45
2326,3,17,50.0
2327,1,17,45.46
2327,2,17,28.74
2327,3,17,46.95
2328,1,17,42.19
2328,2,17,28.23
2328,3,17,44.2
2329,1,17,39.29
2329,2,17,28.28
2329,3,17,37.98
2330,1,17,37.09
2330,2,17,28.92
2330,3,17,38.34
2331,1,17,44.45
2331,2,17,30.86
2331,3,17,45.47
2332,1,17,55.85
2332,2,17,41.96
2332,3,17,54.42
2333,1,17,64.28
2333,2,17,51.0
2333,3,17,67.06
2334,1,17,73.0
2334,2,17,54.8
2334,3,17,86.87
2335,1,17,70.64
2335,2,17,54.09
2335,3,17,96.89
2336,1,17,64.25
2336,2,17,47.42
2336,3,17,66.75
2337,1,17,59.68
2337,2,17,44.43
2337,3,17,59.8
2338,1,17,51.2
2338,2,17,40.39
2338,3,17,50.64
2339,1,17,49.12
2339,2,17,39.91
2339,3,17,50.0
2340,1,17,48.19
2340,2,17,38.62
2340,3,17,48.5
2341,1,17,46.87
2341,2,17,40.45
2341,3,17,45.86
2342,1,17,47.47
2342,2,17,41.11
2342,3,17,42.95
2343,1,17,46.72
2343,2,17,42.94
2343,3,17,42.94
2344,1,17,51.46
2344,2,17,46.01
2344,3,17,46.01
2345,1,17,57.0
2345,2,17,52.92
2345,3,17,52.92
2346,1,17,59.86
2346,2,17,58.24
2346,3,17,58.24
2347,1,17,56.04
2347,2,17,54.64
2347,3,17,58.99
2348,1,17,55.92
2348,2,17,47.0
2348,3,17,57.42
2349,1,17,51.02
2349,2,17,37.17
2349,3,17,52.11
2350,1,17,49.0
2350,2,17,31.77
2350,3,17,50.0
2351,1,17,45.81
2351,2,17,31.06
2351,3,17,42.9
2352,1,17,43.56
2352,2,17,30.97
2352,3,17,40.63
2353,1,17,36.56
2353,2,17,30.47
2353,3,17,36.98
2354,1,17,37.32
2354,2,17,31.24
2354,3,17,37.0
2355,1,17,43.83
2355,2,17,31.74
2355,3,17,41.75
2356,1,17,51.22
2356,2,17,45.0
2356,3,17,53.09
2357,1,17,60.02
2357,2,17,64.99
2357,3,17,66.8
2358,1,17,71.54
2358,2,17,69.03
2358,3,17,74.99
2359,1,17,72.4
2359,2,17,51.92
2359,3,17,81.29
2360,1,17,60.55
2360,2,17,43.11
2360,3,17,60.07
2361,1,17,55.52
2361,2,17,40.98
2361,3,17,57.69
2362,1,17,47.34
2362,2,17,32.22
2362,3,17,50.75
2363,1,17,46.92
2363,2,17,30.89
2363,3,17,49.43
2364,1,17,46.29
2364,2,17,31.01
2364,3,17,49.18
2365,1,17,44.68
2365,2,17,31.23
2365,3,17,47.01
2366,1,17,46.04
2366,2,17,36.05
2366,3,17,48.47
2367,1,17,45.62
2367,2,17,42.09
2367,3,17,48.12
2368,1,17,48.46
2368,2,17,52.11
2368,3,17,52.11
2369,1,17,53.84
2369,2,17,56.18
2369,3,17,56.18
2370,1,17,57.85
2370,2,17,59.98
2370,3,17,59.98
2371,1,17,54.4
2371,2,17,57.85
2371,3,17,57.85
2372,1,17,53.98
2372,2,17,49.38
2372,3,17,52.11
2373,1,17,50.04
2373,2,17,35.6
2373,3,17,50.82
2374,1,17,44.37
2374,2,17,29.99
2374,3,17,47.7
2375,1,17,37.95
2375,2,17,29.92
2375,3,17,42.34
2376,1,17,36.54
2376,2,17,29.36
2376,3,17,40.38
2377,1,17,34.01
2377,2,17,29.44
2377,3,17,36.25
2378,1,17,33.09
2378,2,17,29.47
2378,3,17,32.92
2379,1,17,39.85
2379,2,17,30.1
2379,3,17,41.79
2380,1,17,47.59
2380,2,17,43.95
2380,3,17,51.6
2381,1,17,58.94
2381,2,17,52.44
2381,3,17,57.3
2382,1,17,62.92
2382,2,17,54.25
2382,3,17,61.6
2383,1,17,63.77
2383,2,17,42.6
2383,3,17,60.99
2384,1,17,52.19
2384,2,17,35.13
2384,3,17,50.23
2385,1,17,50.78
2385,2,17,29.77
2385,3,17,48.75
2386,1,17,46.15
2386,2,17,28.21
2386,3,17,43.15
2387,1,17,45.07
2387,2,17,27.51
2387,3,17,40.04
2388,1,17,42.01
2388,2,17,26.43
2388,3,17,38.01
2389,1,17,39.58
2389,2,17,27.22
2389,3,17,40.42
2390,1,17,43.06
2390,2,17,28.23
2390,3,17,42.31
2391,1,17,42.08
2391,2,17,33.84
2391,3,17,40.49
2392,1,17,45.06
2392,2,17,42.96
2392,3,17,42.96
2393,1,17,48.31
2393,2,17,47.08
2393,3,17,47.08
2394,1,17,49.98
2394,2,17,48.56
2394,3,17,48.56
2395,1,17,47.91
2395,2,17,41.92
2395,3,17,52.0
2396,1,17,48.23
2396,2,17,35.97
2396,3,17,56.03
2397,1,17,45.09
2397,2,17,28.25
2397,3,17,52.0
2398,1,17,44.64
2398,2,17,34.02
2398,3,17,51.07
2399,1,17,39.03
2399,2,17,29.22
2399,3,17,42.6
2400,1,17,33.68
2400,2,17,25.91
2400,3,17,37.79
2401,1,17,29.71
2401,2,17,25.16
2401,3,17,33.7
2402,1,17,27.56
2402,2,17,25.14
2402,3,17,25.14
2403,1,17,28.56
2403,2,17,25.22
2403,3,17,29.18
2404,1,17,28.86
2404,2,17,25.43
2404,3,17,34.48
2405,1,17,28.91
2405,2,17,29.32
2405,3,17,32.44
2406,1,17,30.86
2406,2,17,29.0
2406,3,17,35.11
2407,1,17,28.91
2407,2,17,26.94
2407,3,17,35.54
2408,1,17,25.65
2408,2,17,26.26
2408,3,17,32.06
2409,1,17,24.28
2409,2,17,25.09
2409,3,17,29.94
2410,1,17,24.98
2410,2,17,15.58
2410,3,17,33.95
2411,1,17,25.69
2411,2,17,15.08
2411,3,17,32.04
2412,1,17,21.47
2412,2,17,15.05
2412,3,17,26.84
2413,1,17,15.46
2413,2,17,15.35
2413,3,17,20.45
2414,1,17,16.42
2414,2,17,15.74
2414,3,17,15.74
2415,1,17,21.38
2415,2,17,18.97
2415,3,17,24.77
2416,1,17,33.3
2416,2,17,23.94
2416,3,17,33.01
2417,1,17,38.53
2417,2,17,24.02
2417,3,17,42.84
2418,1,17,43.67
2418,2,17,24.5
2418,3,17,51.83
2419,1,17,46.92
2419,2,17,24.33
2419,3,17,56.68
2420,1,17,43.97
2420,2,17,23.93
2420,3,17,57.17
2421,1,17,41.99
2421,2,17,22.11
2421,3,17,55.04
2422,1,17,41.04
2422,2,17,-14.47
2422,3,17,50.74
2423,1,17,31.7
2423,2,17,-16.78
2423,3,17,38.15
2424,1,17,27.48
2424,2,17,-12.2
2424,3,17,36.54
2425,1,17,22.93
2425,2,17,0.1
2425,3,17,26.29
2426,1,17,17.85
2426,2,17,11.37
2426,3,17,23.93
2427,1,17,18.42
2427,2,17,14.3
2427,3,17,22.44
2428,1,17,19.32
2428,2,17,12.99
2428,3,17,22.35
2429,1,17,20.09
2429,2,17,14.27
2429,3,17,21.93
2430,1,17,21.97
2430,2,17,14.87
2430,3,17,21.88
2431,1,17,22.43
2431,2,17,14.25
2431,3,17,21.84
2432,1,17,17.74
2432,2,17,9.27
2432,3,17,21.58
2433,1,17,17.83
2433,2,17,0.08
2433,3,17,21.31
2434,1,17,15.06
2434,2,17,-4.96
2434,3,17,22.72
2435,1,17,11.86
2435,2,17,-65.06
2435,3,17,20.64
2436,1,17,7.19
2436,2,17,-79.94
2436,3,17,16.59
2437,1,17,5.36
2437,2,17,-65.02
2437,3,17,6.73
2438,1,17,8.29
2438,2,17,-19.11
2438,3,17,7.42
2439,1,17,17.98
2439,2,17,10.16
2439,3,17,14.95
2440,1,17,24.58
2440,2,17,20.98
2440,3,17,21.56
2441,1,17,31.88
2441,2,17,27.92
2441,3,17,28.17
2442,1,17,33.09
2442,2,17,31.93
2442,3,17,32.51
2443,1,17,32.83
2443,2,17,29.54
2443,3,17,31.33
2444,1,17,32.74
2444,2,17,26.05
2444,3,17,30.39
2445,1,17,32.23
2445,2,17,20.3
2445,3,17,31.44
2446,1,17,30.06
2446,2,17,0.03
2446,3,17,40.54
2447,1,17,26.62
2447,2,17,-10.1
2447,3,17,33.99
2448,1,17,25.02
2448,2,17,-41.74
2448,3,17,32.01
2449,1,17,18.99
2449,2,17,-19.92
2449,3,17,31.1
2450,1,17,19.94
2450,2,17,-7.72
2450,3,17,30.45
2451,1,17,35.21
2451,2,17,0.44
2451,3,17,38.48
2452,1,17,49.98
2452,2,17,25.85
2452,3,17,53.09
2453,1,17,54.88
2453,2,17,39.97
2453,3,17,60.0
2454,1,17,59.82
2454,2,17,41.81
2454,3,17,69.99
2455,1,17,59.92
2455,2,17,29.67
2455,3,17,62.66
2456,1,17,52.04
2456,2,17,26.01
2456,3,17,57.48
2457,1,17,50.06
2457,2,17,25.67
2457,3,17,53.41
2458,1,17,46.63
2458,2,17,23.24
2458,3,17,50.05
2459,1,17,45.96
2459,2,17,22.73
2459,3,17,48.88
2460,1,17,46.25
2460,2,17,22.12
2460,3,17,47.17
2461,1,17,46.97
2461,2,17,23.08
2461,3,17,44.94
2462,1,17,48.38
2462,2,17,24.32
2462,3,17,44.23
2463,1,17,49.89
2463,2,17,26.54
2463,3,17,46.9
2464,1,17,49.99
2464,2,17,34.06
2464,3,17,49.54
2465,1,17,51.05
2465,2,17,43.58
2465,3,17,53.0
2466,1,17,55.25
2466,2,17,52.32
2466,3,17,57.48
2467,1,17,54.18
2467,2,17,48.19
2467,3,17,60.69
2468,1,17,53.53
2468,2,17,42.97
2468,3,17,55.32
2469,1,17,50.25
2469,2,17,35.05
2469,3,17,47.07
2470,1,17,43.56
2470,2,17,30.06
2470,3,17,40.1
2471,1,17,38.02
2471,2,17,29.49
2471,3,17,33.83
2472,1,17,35.21
2472,2,17,28.74
2472,3,17,33.0
2473,1,17,34.08
2473,2,17,27.58
2473,3,17,27.58
2474,1,17,34.03
