hy,nd_id,fl_id,value
4806,1,17,49.43
4806,2,17,47.99
4806,3,17,47.99
4807,1,17,48.84
4807,2,17,47.11
4807,3,17,47.11
4808,1,17,48.26
4808,2,17,45.92
4808,3,17,47.53
4809,1,17,48.54
4809,2,17,48.19
4809,3,17,52.49
4810,1,17,46.07
4810,2,17,48.82
4810,3,17,51.71
4811,1,17,44.66
4811,2,17,48.73
4811,3,17,52.22
4812,1,17,44.29
4812,2,17,47.94
4812,3,17,50.77
4813,1,17,43.73
4813,2,17,48.05
4813,3,17,48.05
4814,1,17,43.59
4814,2,17,49.54
4814,3,17,49.54
4815,1,17,48.16
4815,2,17,50.94
4815,3,17,50.94
4816,1,17,50.73
4816,2,17,49.93
4816,3,17,49.93
4817,1,17,53.88
4817,2,17,56.0
4817,3,17,56.0
4818,1,17,53.61
4818,2,17,50.03
4818,3,17,50.03
4819,1,17,50.48
4819,2,17,48.19
4819,3,17,48.19
4820,1,17,50.1
4820,2,17,46.54
4820,3,17,46.54
4821,1,17,41.23
4821,2,17,41.95
4821,3,17,41.95
4822,1,17,39.51
4822,2,17,40.17
4822,3,17,40.17
4823,1,17,36.49
4823,2,17,35.08
4823,3,17,35.08
4824,1,17,34.21
4824,2,17,32.0
4824,3,17,32.0
4825,1,17,31.6
4825,2,17,28.8
4825,3,17,28.8
4826,1,17,31.57
4826,2,17,28.78
4826,3,17,28.78
4827,1,17,31.95
4827,2,17,32.15
4827,3,17,32.15
4828,1,17,40.49
4828,2,17,41.32
4828,3,17,41.32
4829,1,17,48.14
4829,2,17,48.77
4829,3,17,48.77
4830,1,17,49.18
4830,2,17,55.77
4830,3,17,55.77
4831,1,17,48.63
4831,2,17,52.58
4831,3,17,52.58
4832,1,17,48.32
4832,2,17,52.63
4832,3,17,52.63
4833,1,17,48.7
4833,2,17,50.94
4833,3,17,56.08
4834,1,17,46.16
4834,2,17,45.82
4834,3,17,59.23
4835,1,17,45.08
4835,2,17,37.88
4835,3,17,60.43
4836,1,17,44.07
4836,2,17,36.08
4836,3,17,62.64
4837,1,17,44.28
4837,2,17,39.27
4837,3,17,62.46
4838,1,17,45.3
4838,2,17,43.97
4838,3,17,62.45
4839,1,17,47.95
4839,2,17,48.92
4839,3,17,66.71
4840,1,17,51.09
4840,2,17,56.55
4840,3,17,56.55
4841,1,17,54.34
4841,2,17,66.39
4841,3,17,66.39
4842,1,17,51.04
4842,2,17,60.83
4842,3,17,60.83
4843,1,17,50.06
4843,2,17,55.92
4843,3,17,55.92
4844,1,17,49.35
4844,2,17,55.13
4844,3,17,55.13
4845,1,17,43.39
4845,2,17,48.65
4845,3,17,48.65
4846,1,17,44.24
4846,2,17,37.83
4846,3,17,37.83
4847,1,17,39.95
4847,2,17,37.61
4847,3,17,37.61
4848,1,17,35.22
4848,2,17,35.64
4848,3,17,35.64
4849,1,17,32.1
4849,2,17,31.82
4849,3,17,31.82
4850,1,17,33.09
4850,2,17,32.22
4850,3,17,32.22
4851,1,17,35.89
4851,2,17,35.0
4851,3,17,35.0
4852,1,17,45.19
4852,2,17,44.24
4852,3,17,26.82
4853,1,17,54.35
4853,2,17,53.64
4853,3,17,49.69
4854,1,17,59.6
4854,2,17,56.92
4854,3,17,56.92
4855,1,17,59.89
4855,2,17,52.51
4855,3,17,52.51
4856,1,17,57.49
4856,2,17,55.09
4856,3,17,55.09
4857,1,17,56.58
4857,2,17,54.15
4857,3,17,54.15
4858,1,17,52.86
4858,2,17,49.96
4858,3,17,49.96
4859,1,17,48.97
4859,2,17,48.07
4859,3,17,48.07
4860,1,17,47.95
4860,2,17,48.02
4860,3,17,50.33
4861,1,17,49.46
4861,2,17,49.15
4861,3,17,49.15
4862,1,17,52.01
4862,2,17,51.27
4862,3,17,51.27
4863,1,17,56.14
4863,2,17,52.9
4863,3,17,52.9
4864,1,17,61.95
4864,2,17,50.72
4864,3,17,50.72
4865,1,17,65.4
4865,2,17,51.7
4865,3,17,51.7
4866,1,17,58.09
4866,2,17,50.56
4866,3,17,50.56
4867,1,17,54.38
4867,2,17,49.98
4867,3,17,49.98
4868,1,17,54.49
4868,2,17,49.94
4868,3,17,49.94
4869,1,17,47.06
4869,2,17,41.89
4869,3,17,41.89
4870,1,17,36.65
4870,2,17,36.06
4870,3,17,37.3
4871,1,17,35.14
4871,2,17,35.5
4871,3,17,35.5
4872,1,17,33.8
4872,2,17,33.1
4872,3,17,33.1
4873,1,17,31.54
4873,2,17,30.52
4873,3,17,30.52
4874,1,17,32.21
4874,2,17,32.3
4874,3,17,32.3
4875,1,17,34.85
4875,2,17,35.2
4875,3,17,35.2
4876,1,17,42.55
4876,2,17,39.99
4876,3,17,39.99
4877,1,17,51.74
4877,2,17,49.94
4877,3,17,49.94
4878,1,17,55.99
4878,2,17,50.66
4878,3,17,50.66
4879,1,17,55.17
4879,2,17,54.87
4879,3,17,54.87
4880,1,17,55.79
4880,2,17,51.91
4880,3,17,51.91
4881,1,17,55.95
4881,2,17,52.92
4881,3,17,52.92
4882,1,17,51.85
4882,2,17,54.91
4882,3,17,58.67
4883,1,17,50.36
4883,2,17,54.72
4883,3,17,58.64
4884,1,17,49.52
4884,2,17,51.83
4884,3,17,58.33
4885,1,17,50.48
4885,2,17,51.5
4885,3,17,54.95
4886,1,17,50.95
4886,2,17,51.94
4886,3,17,51.94
4887,1,17,52.93
4887,2,17,51.37
4887,3,17,51.37
4888,1,17,53.67
4888,2,17,51.94
4888,3,17,51.94
4889,1,17,55.22
4889,2,17,53.37
4889,3,17,53.37
4890,1,17,52.02
4890,2,17,55.93
4890,3,17,55.93
4891,1,17,48.97
4891,2,17,52.95
4891,3,17,52.95
4892,1,17,48.95
4892,2,17,53.39
4892,3,17,54.26
4893,1,17,42.77
4893,2,17,45.46
4893,3,17,47.38
4894,1,17,39.14
4894,2,17,41.97
4894,3,17,41.97
4895,1,17,38.01
4895,2,17,36.59
4895,3,17,36.59
4896,1,17,35.57
4896,2,17,34.36
4896,3,17,34.36
4897,1,17,33.99
4897,2,17,32.43
4897,3,17,32.43
4898,1,17,34.14
4898,2,17,33.05
4898,3,17,33.05
4899,1,17,36.67
4899,2,17,34.0
4899,3,17,34.0
4900,1,17,42.03
4900,2,17,42.96
4900,3,17,42.96
4901,1,17,50.77
4901,2,17,55.25
4901,3,17,55.25
4902,1,17,52.24
4902,2,17,55.17
4902,3,17,55.17
4903,1,17,52.66
4903,2,17,56.91
4903,3,17,56.91
4904,1,17,50.86
4904,2,17,53.45
4904,3,17,53.45
4905,1,17,51.16
4905,2,17,52.62
4905,3,17,52.62
4906,1,17,49.72
4906,2,17,51.92
4906,3,17,51.92
4907,1,17,48.32
4907,2,17,49.95
4907,3,17,49.95
4908,1,17,47.22
4908,2,17,48.78
4908,3,17,48.78
4909,1,17,46.58
4909,2,17,47.92
4909,3,17,47.92
4910,1,17,47.09
4910,2,17,48.0
4910,3,17,48.0
4911,1,17,48.55
4911,2,17,49.6
4911,3,17,49.6
4912,1,17,47.79
4912,2,17,51.28
4912,3,17,51.28
4913,1,17,48.01
4913,2,17,49.94
4913,3,17,49.94
4914,1,17,46.04
4914,2,17,45.93
4914,3,17,45.93
4915,1,17,43.76
4915,2,17,43.1
4915,3,17,43.1
4916,1,17,42.98
4916,2,17,42.75
4916,3,17,42.75
4917,1,17,37.01
4917,2,17,34.05
4917,3,17,36.69
4918,1,17,27.94
4918,2,17,22.41
4918,3,17,22.41
4919,1,17,24.63
4919,2,17,19.6
4919,3,17,20.79
4920,1,17,22.89
4920,2,17,16.19
4920,3,17,19.9
4921,1,17,21.14
4921,2,17,16.12
4921,3,17,17.88
4922,1,17,19.09
4922,2,17,16.15
4922,3,17,16.55
4923,1,17,19.51
4923,2,17,15.62
4923,3,17,15.62
4924,1,17,21.07
4924,2,17,15.08
4924,3,17,15.08
4925,1,17,24.24
4925,2,17,22.62
4925,3,17,14.69
4926,1,17,24.52
4926,2,17,25.3
4926,3,17,18.08
4927,1,17,27.11
4927,2,17,24.71
4927,3,17,20.97
4928,1,17,25.94
4928,2,17,20.85
4928,3,17,20.85
4929,1,17,23.57
4929,2,17,16.78
4929,3,17,19.93
4930,1,17,20.53
4930,2,17,16.19
4930,3,17,21.04
4931,1,17,17.91
4931,2,17,12.92
4931,3,17,19.76
4932,1,17,16.1
4932,2,17,6.1
4932,3,17,19.34
4933,1,17,14.64
4933,2,17,5.57
4933,3,17,19.28
4934,1,17,12.81
4934,2,17,10.57
4934,3,17,19.74
4935,1,17,13.53
4935,2,17,14.7
4935,3,17,20.21
4936,1,17,18.52
4936,2,17,16.17
4936,3,17,22.35
4937,1,17,20.34
4937,2,17,15.76
4937,3,17,23.89
4938,1,17,18.24
4938,2,17,15.97
4938,3,17,21.33
4939,1,17,18.72
4939,2,17,15.06
4939,3,17,21.01
4940,1,17,24.12
4940,2,17,12.95
4940,3,17,25.22
4941,1,17,18.46
4941,2,17,6.53
4941,3,17,25.7
4942,1,17,18.13
4942,2,17,-0.09
4942,3,17,18.18
4943,1,17,12.89
4943,2,17,-5.31
4943,3,17,16.8
4944,1,17,8.59
4944,2,17,-1.84
4944,3,17,16.04
4945,1,17,7.59
4945,2,17,0.01
4945,3,17,14.4
4946,1,17,4.69
4946,2,17,0.03
4946,3,17,14.2
4947,1,17,4.1
4947,2,17,0.03
4947,3,17,14.22
4948,1,17,6.16
4948,2,17,1.15
4948,3,17,7.1
4949,1,17,6.0
4949,2,17,1.66
4949,3,17,6.47
4950,1,17,8.76
4950,2,17,2.12
4950,3,17,12.68
4951,1,17,11.99
4951,2,17,2.18
4951,3,17,14.46
4952,1,17,10.93
4952,2,17,0.04
4952,3,17,16.0
4953,1,17,10.84
4953,2,17,2.52
4953,3,17,15.26
4954,1,17,12.27
4954,2,17,2.07
4954,3,17,16.12
4955,1,17,13.4
4955,2,17,0.06
4955,3,17,16.49
4956,1,17,10.6
4956,2,17,0.1
4956,3,17,15.05
4957,1,17,12.77
4957,2,17,4.37
4957,3,17,14.14
4958,1,17,16.73
4958,2,17,10.65
4958,3,17,16.87
4959,1,17,22.15
4959,2,17,24.08
4959,3,17,18.37
4960,1,17,27.5
4960,2,17,35.92
4960,3,17,19.05
4961,1,17,32.04
4961,2,17,36.29
4961,3,17,21.55
4962,1,17,32.98
4962,2,17,36.96
4962,3,17,21.11
4963,1,17,33.41
4963,2,17,39.0
4963,3,17,21.29
4964,1,17,34.02
4964,2,17,39.96
4964,3,17,24.44
4965,1,17,29.95
4965,2,17,32.96
4965,3,17,23.63
4966,1,17,29.08
4966,2,17,25.5
4966,3,17,23.93
4967,1,17,25.55
4967,2,17,20.2
4967,3,17,20.2
4968,1,17,23.84
4968,2,17,16.81
4968,3,17,16.81
4969,1,17,20.59
4969,2,17,15.85
4969,3,17,14.28
4970,1,17,20.56
4970,2,17,15.88
4970,3,17,14.18
4971,1,17,22.96
4971,2,17,23.04
4971,3,17,16.89
4972,1,17,30.08
4972,2,17,35.75
4972,3,17,19.16
4973,1,17,34.97
4973,2,17,42.06
4973,3,17,24.66
4974,1,17,35.98
4974,2,17,43.61
4974,3,17,30.82
4975,1,17,35.95
4975,2,17,44.98
4975,3,17,32.67
4976,1,17,35.93
4976,2,17,42.95
4976,3,17,27.31
4977,1,17,35.47
4977,2,17,41.79
4977,3,17,27.51
4978,1,17,33.06
4978,2,17,40.02
4978,3,17,32.03
4979,1,17,31.88
4979,2,17,35.96
4979,3,17,28.3
4980,1,17,31.72
4980,2,17,31.56
4980,3,17,29.34
4981,1,17,31.66
4981,2,17,29.01
4981,3,17,25.04
4982,1,17,31.74
4982,2,17,26.48
4982,3,17,25.15
4983,1,17,31.61
4983,2,17,29.03
4983,3,17,26.46
4984,1,17,33.53
4984,2,17,31.34
4984,3,17,31.34
4985,1,17,34.79
4985,2,17,34.86
4985,3,17,28.91
4986,1,17,33.5
4986,2,17,33.05
4986,3,17,30.04
4987,1,17,33.63
4987,2,17,30.99
4987,3,17,30.99
4988,1,17,31.67
4988,2,17,30.55
4988,3,17,30.55
4989,1,17,28.32
4989,2,17,25.46
4989,3,17,26.59
4990,1,17,21.47
4990,2,17,19.13
4990,3,17,19.13
4991,1,17,17.5
4991,2,17,16.27
4991,3,17,16.27
4992,1,17,15.12
4992,2,17,15.47
4992,3,17,15.47
4993,1,17,11.95
4993,2,17,10.54
4993,3,17,10.54
4994,1,17,13.15
4994,2,17,12.6
4994,3,17,12.6
4995,1,17,16.53
4995,2,17,16.61
4995,3,17,16.61
4996,1,17,23.99
4996,2,17,23.09
4996,3,17,23.09
4997,1,17,29.47
4997,2,17,30.54
4997,3,17,28.84
4998,1,17,32.46
4998,2,17,31.0
4998,3,17,31.0
4999,1,17,31.04
4999,2,17,31.34
4999,3,17,31.34
5000,1,17,29.88
5000,2,17,27.07
5000,3,17,29.84
5001,1,17,29.14
5001,2,17,26.42
5001,3,17,31.14
5002,1,17,28.98
5002,2,17,23.88
5002,3,17,29.89
5003,1,17,29.71
5003,2,17,22.87
5003,3,17,28.62
5004,1,17,28.47
5004,2,17,19.98
5004,3,17,26.73
5005,1,17,27.99
5005,2,17,20.08
5005,3,17,26.26
5006,1,17,27.66
5006,2,17,23.29
5006,3,17,28.53
5007,1,17,29.05
5007,2,17,27.51
5007,3,17,30.1
5008,1,17,31.18
5008,2,17,32.96
5008,3,17,32.96
5009,1,17,34.7
5009,2,17,33.82
5009,3,17,34.04
5010,1,17,33.65
5010,2,17,31.88
5010,3,17,31.88
5011,1,17,34.22
5011,2,17,32.18
5011,3,17,32.18
5012,1,17,34.07
5012,2,17,34.42
5012,3,17,35.3
5013,1,17,29.56
5013,2,17,26.42
5013,3,17,32.01
5014,1,17,22.1
5014,2,17,21.05
5014,3,17,21.05
5015,1,17,20.34
5015,2,17,19.02
5015,3,17,20.67
5016,1,17,19.0
5016,2,17,16.36
5016,3,17,17.71
5017,1,17,15.93
5017,2,17,15.5
5017,3,17,15.5
5018,1,17,16.66
5018,2,17,16.13
5018,3,17,16.13
5019,1,17,21.13
5019,2,17,18.68
5019,3,17,18.68
5020,1,17,28.79
5020,2,17,27.05
5020,3,17,27.05
5021,1,17,35.47
5021,2,17,34.79
5021,3,17,34.79
5022,1,17,37.09
5022,2,17,37.93
5022,3,17,37.93
5023,1,17,36.19
5023,2,17,37.09
5023,3,17,37.09
5024,1,17,34.11
5024,2,17,34.88
5024,3,17,34.88
5025,1,17,33.61
5025,2,17,36.92
5025,3,17,37.02
5026,1,17,31.03
5026,2,17,35.44
5026,3,17,35.58
5027,1,17,30.03
5027,2,17,30.96
5027,3,17,31.99
5028,1,17,28.57
5028,2,17,29.33
5028,3,17,30.47
5029,1,17,28.02
5029,2,17,25.64
5029,3,17,27.54
5030,1,17,27.81
5030,2,17,25.13
5030,3,17,27.12
5031,1,17,28.0
5031,2,17,25.42
5031,3,17,27.35
5032,1,17,29.73
5032,2,17,27.07
5032,3,17,28.16
5033,1,17,30.77
5033,2,17,31.38
5033,3,17,31.51
5034,1,17,27.74
5034,2,17,31.5
5034,3,17,31.5
5035,1,17,27.26
5035,2,17,30.97
5035,3,17,30.97
5036,1,17,27.1
5036,2,17,27.33
5036,3,17,32.36
5037,1,17,21.09
5037,2,17,22.07
5037,3,17,25.7
5038,1,17,16.51
5038,2,17,16.12
5038,3,17,18.85
5039,1,17,14.13
5039,2,17,15.38
5039,3,17,19.06
5040,1,17,12.17
5040,2,17,8.35
5040,3,17,21.1
5041,1,17,10.09
5041,2,17,5.84
5041,3,17,15.0
5042,1,17,10.84
5042,2,17,11.14
5042,3,17,14.07
5043,1,17,14.85
5043,2,17,16.67
5043,3,17,19.42
5044,1,17,22.02
5044,2,17,20.77
5044,3,17,22.05
5045,1,17,29.07
5045,2,17,30.74
5045,3,17,33.46
5046,1,17,30.03
5046,2,17,33.16
5046,3,17,34.39
5047,1,17,28.13
5047,2,17,26.9
5047,3,17,34.04
5048,1,17,26.98
5048,2,17,23.48
5048,3,17,31.28
5049,1,17,28.8
5049,2,17,25.08
5049,3,17,31.76
5050,1,17,28.77
5050,2,17,22.34
5050,3,17,30.49
5051,1,17,28.34
5051,2,17,23.46
5051,3,17,29.54
5052,1,17,29.0
5052,2,17,23.41
5052,3,17,30.9
5053,1,17,28.51
5053,2,17,25.14
5053,3,17,30.85
5054,1,17,30.16
5054,2,17,26.41
5054,3,17,31.24
5055,1,17,33.01
5055,2,17,26.88
5055,3,17,36.31
5056,1,17,36.36
5056,2,17,32.19
5056,3,17,47.26
5057,1,17,39.83
5057,2,17,37.91
5057,3,17,48.64
5058,1,17,39.63
5058,2,17,37.27
5058,3,17,42.49
5059,1,17,39.72
5059,2,17,36.94
5059,3,17,40.89
5060,1,17,38.17
5060,2,17,34.41
5060,3,17,41.45
5061,1,17,32.35
5061,2,17,27.91
5061,3,17,35.53
5062,1,17,26.31
5062,2,17,25.21
5062,3,17,25.21
5063,1,17,24.2
5063,2,17,22.07
5063,3,17,23.56
5064,1,17,22.08
5064,2,17,18.86
5064,3,17,22.61
5065,1,17,20.1
5065,2,17,16.18
5065,3,17,19.52
5066,1,17,21.3
5066,2,17,18.94
5066,3,17,19.13
5067,1,17,25.65
5067,2,17,22.99
5067,3,17,22.99
5068,1,17,33.4
5068,2,17,32.32
5068,3,17,24.86
5069,1,17,39.47
5069,2,17,37.92
5069,3,17,37.92
5070,1,17,41.53
5070,2,17,38.88
5070,3,17,38.88
5071,1,17,39.0
5071,2,17,33.99
5071,3,17,38.32
5072,1,17,35.54
5072,2,17,29.23
5072,3,17,36.97
5073,1,17,34.96
5073,2,17,28.29
5073,3,17,36.75
5074,1,17,32.89
5074,2,17,26.06
5074,3,17,35.28
5075,1,17,31.25
5075,2,17,25.58
5075,3,17,31.75
5076,1,17,30.32
5076,2,17,25.25
5076,3,17,30.02
5077,1,17,30.82
5077,2,17,25.69
5077,3,17,28.44
5078,1,17,32.69
5078,2,17,29.37
5078,3,17,29.5
5079,1,17,35.95
5079,2,17,34.96
5079,3,17,34.96
5080,1,17,41.31
5080,2,17,39.66
5080,3,17,39.66
5081,1,17,44.18
5081,2,17,44.82
5081,3,17,36.7
5082,1,17,42.85
5082,2,17,45.44
5082,3,17,36.41
5083,1,17,41.72
5083,2,17,41.2
5083,3,17,34.57
5084,1,17,41.04
5084,2,17,37.81
5084,3,17,37.81
5085,1,17,36.07
5085,2,17,31.84
5085,3,17,31.84
5086,1,17,29.15
5086,2,17,25.5
5086,3,17,25.5
5087,1,17,26.72
5087,2,17,23.19
5087,3,17,23.19
5088,1,17,25.13
5088,2,17,21.3
5088,3,17,25.65
5089,1,17,24.08
5089,2,17,22.03
5089,3,17,22.03
5090,1,17,24.13
5090,2,17,21.91
5090,3,17,21.91
5091,1,17,23.43
5091,2,17,22.04
5091,3,17,22.04
5092,1,17,24.32
5092,2,17,22.13
5092,3,17,22.13
5093,1,17,26.17
5093,2,17,22.22
5093,3,17,23.35
5094,1,17,29.24
5094,2,17,24.45
5094,3,17,24.45
5095,1,17,29.08
5095,2,17,23.49
5095,3,17,26.37
5096,1,17,26.52
5096,2,17,17.07
5096,3,17,24.23
5097,1,17,25.54
5097,2,17,16.18
5097,3,17,24.96
5098,1,17,26.58
5098,2,17,15.35
5098,3,17,25.67
5099,1,17,24.07
5099,2,17,12.76
5099,3,17,25.1
5100,1,17,23.43
5100,2,17,12.78
5100,3,17,23.7
5101,1,17,23.05
5101,2,17,14.22
5101,3,17,24.35
5102,1,17,25.3
5102,2,17,16.02
5102,3,17,25.64
5103,1,17,29.91
5103,2,17,25.01
5103,3,17,25.01
5104,1,17,33.1
5104,2,17,30.03
5104,3,17,30.03
5105,1,17,34.1
5105,2,17,32.86
5105,3,17,32.86
5106,1,17,34.78
5106,2,17,30.27
5106,3,17,30.27
5107,1,17,33.53
5107,2,17,30.27
5107,3,17,30.27
5108,1,17,32.16
5108,2,17,31.07
5108,3,17,32.05
5109,1,17,28.32
5109,2,17,25.37
5109,3,17,29.95
5110,1,17,26.07
5110,2,17,17.09
5110,3,17,21.58
5111,1,17,23.05
5111,2,17,16.0
5111,3,17,18.53
5112,1,17,21.56
5112,2,17,14.93
5112,3,17,19.38
5113,1,17,19.07
5113,2,17,14.56
5113,3,17,17.37
5114,1,17,18.65
5114,2,17,15.04
5114,3,17,15.04
5115,1,17,19.16
5115,2,17,14.82
5115,3,17,15.91
5116,1,17,19.04
5116,2,17,15.32
5116,3,17,15.32
5117,1,17,19.88
5117,2,17,15.58
5117,3,17,15.58
5118,1,17,18.71
5118,2,17,14.93
5118,3,17,15.71
5119,1,17,18.27
5119,2,17,14.16
5119,3,17,16.09
5120,1,17,15.0
5120,2,17,12.71
5120,3,17,17.38
5121,1,17,15.97
5121,2,17,13.89
5121,3,17,17.65
5122,1,17,15.76
5122,2,17,11.5
5122,3,17,17.63
5123,1,17,14.07
5123,2,17,10.03
5123,3,17,16.15
5124,1,17,12.57
5124,2,17,9.2
5124,3,17,14.8
5125,1,17,13.01
5125,2,17,9.66
5125,3,17,12.24
5126,1,17,15.17
5126,2,17,12.06
5126,3,17,15.26
5127,1,17,21.46
5127,2,17,15.05
5127,3,17,16.37
5128,1,17,28.0
5128,2,17,22.36
5128,3,17,22.36
5129,1,17,31.94
5129,2,17,27.98
5129,3,17,25.53
5130,1,17,32.74
5130,2,17,30.01
5130,3,17,25.66
5131,1,17,33.06
5131,2,17,33.02
5131,3,17,25.81
5132,1,17,33.06
5132,2,17,29.95
5132,3,17,29.95
5133,1,17,28.82
5133,2,17,25.03
5133,3,17,25.03
5134,1,17,25.01
5134,2,17,23.03
5134,3,17,26.18
5135,1,17,22.52
5135,2,17,17.02
5135,3,17,20.96
5136,1,17,20.9
5136,2,17,16.02
5136,3,17,18.58
5137,1,17,18.81
5137,2,17,15.0
5137,3,17,15.0
5138,1,17,18.08
5138,2,17,14.09
5138,3,17,14.09
5139,1,17,23.37
5139,2,17,19.08
5139,3,17,20.17
5140,1,17,31.11
5140,2,17,25.25
5140,3,17,25.24
5141,1,17,37.55
5141,2,17,33.82
5141,3,17,25.78
5142,1,17,38.09
5142,2,17,38.55
5142,3,17,38.55
5143,1,17,37.09
5143,2,17,36.98
5143,3,17,37.12
5144,1,17,35.53
5144,2,17,34.31
5144,3,17,35.91
5145,1,17,35.14
5145,2,17,31.4
5145,3,17,35.27
5146,1,17,34.52
5146,2,17,26.39
5146,3,17,36.09
5147,1,17,33.1
5147,2,17,25.24
5147,3,17,35.68
5148,1,17,32.02
5148,2,17,24.03
5148,3,17,34.64
5149,1,17,31.48
5149,2,17,25.43
5149,3,17,33.31
5150,1,17,34.59
5150,2,17,26.57
5150,3,17,31.74
5151,1,17,37.71
5151,2,17,34.38
5151,3,17,34.38
5152,1,17,40.26
5152,2,17,37.78
5152,3,17,37.78
5153,1,17,43.41
5153,2,17,40.97
5153,3,17,40.03
5154,1,17,42.07
5154,2,17,40.86
5154,3,17,36.62
5155,1,17,41.75
5155,2,17,40.83
5155,3,17,39.65
5156,1,17,40.57
5156,2,17,39.0
5156,3,17,41.71
5157,1,17,34.37
5157,2,17,28.39
5157,3,17,34.05
5158,1,17,28.04
5158,2,17,26.69
5158,3,17,31.52
5159,1,17,24.42
5159,2,17,26.0
5159,3,17,28.04
5160,1,17,22.03
5160,2,17,24.56
5160,3,17,26.47
5161,1,17,19.35
5161,2,17,19.08
5161,3,17,24.42
5162,1,17,19.78
5162,2,17,21.98
5162,3,17,21.98
5163,1,17,24.14
5163,2,17,25.39
5163,3,17,27.39
5164,1,17,30.16
5164,2,17,28.0
5164,3,17,30.49
5165,1,17,37.95
5165,2,17,37.96
5165,3,17,37.96
5166,1,17,41.76
5166,2,17,36.99
5166,3,17,37.21
5167,1,17,40.06
5167,2,17,36.33
5167,3,17,38.02
5168,1,17,38.02
5168,2,17,35.94
5168,3,17,39.68
5169,1,17,37.73
5169,2,17,35.96
5169,3,17,49.01
5170,1,17,34.38
5170,2,17,33.98
5170,3,17,44.89
5171,1,17,34.4
5171,2,17,30.44
5171,3,17,44.86
5172,1,17,34.52
5172,2,17,32.44
5172,3,17,41.82
5173,1,17,33.62
5173,2,17,37.64
5173,3,17,37.64
5174,1,17,34.1
5174,2,17,38.98
5174,3,17,38.98
5175,1,17,37.08
5175,2,17,39.93
5175,3,17,39.93
5176,1,17,38.83
5176,2,17,39.94
5176,3,17,39.94
5177,1,17,39.62
5177,2,17,39.9
5177,3,17,39.9
5178,1,17,37.14
5178,2,17,40.27
5178,3,17,40.27
5179,1,17,37.09
5179,2,17,38.37
5179,3,17,41.31
5180,1,17,37.21
5180,2,17,38.62
5180,3,17,44.15
5181,1,17,30.05
5181,2,17,31.39
5181,3,17,38.77
5182,1,17,27.86
5182,2,17,30.4
5182,3,17,30.4
5183,1,17,27.01
5183,2,17,28.86
5183,3,17,28.86
5184,1,17,26.06
5184,2,17,28.05
5184,3,17,28.05
5185,1,17,22.89
5185,2,17,25.18
5185,3,17,25.18
5186,1,17,24.04
5186,2,17,24.07
5186,3,17,23.47
5187,1,17,27.58
5187,2,17,27.33
5187,3,17,27.33
5188,1,17,32.62
5188,2,17,33.79
5188,3,17,32.05
5189,1,17,39.03
5189,2,17,40.89
5189,3,17,32.46
5190,1,17,38.6
5190,2,17,43.75
5190,3,17,43.75
5191,1,17,38.04
5191,2,17,41.03
5191,3,17,43.5
5192,1,17,37.08
5192,2,17,38.74
5192,3,17,40.13
5193,1,17,37.32
5193,2,17,36.9
5193,3,17,38.92
5194,1,17,36.02
5194,2,17,31.42
5194,3,17,35.18
5195,1,17,35.07
5195,2,17,29.58
5195,3,17,32.53
5196,1,17,34.59
5196,2,17,29.55
5196,3,17,32.87
5197,1,17,35.01
5197,2,17,29.2
5197,3,17,32.24
5198,1,17,37.31
5198,2,17,29.8
5198,3,17,35.29
5199,1,17,39.91
5199,2,17,37.54
5199,3,17,37.54
5200,1,17,41.05
5200,2,17,44.03
5200,3,17,42.19
5201,1,17,43.09
5201,2,17,46.9
5201,3,17,46.61
5202,1,17,43.66
5202,2,17,41.92
5202,3,17,41.62
5203,1,17,43.2
5203,2,17,43.93
5203,3,17,43.93
5204,1,17,42.01
5204,2,17,41.18
5204,3,17,41.77
5205,1,17,35.18
5205,2,17,31.33
5205,3,17,34.47
5206,1,17,31.71
5206,2,17,30.24
5206,3,17,30.24
5207,1,17,29.23
5207,2,17,27.95
5207,3,17,27.95
5208,1,17,27.3
5208,2,17,25.14
5208,3,17,25.14
5209,1,17,23.05
5209,2,17,23.21
5209,3,17,23.21
5210,1,17,22.41
5210,2,17,23.02
5210,3,17,23.02
5211,1,17,25.62
5211,2,17,25.46
5211,3,17,25.46
5212,1,17,32.01
5212,2,17,31.32
5212,3,17,31.32
5213,1,17,38.66
5213,2,17,39.94
5213,3,17,39.94
5214,1,17,41.93
5214,2,17,42.72
5214,3,17,42.72
5215,1,17,40.87
5215,2,17,38.42
5215,3,17,40.22
5216,1,17,37.99
5216,2,17,36.91
5216,3,17,39.24
5217,1,17,37.0
5217,2,17,34.58
5217,3,17,38.28
5218,1,17,33.98
5218,2,17,30.49
5218,3,17,38.49
5219,1,17,32.8
5219,2,17,29.02
5219,3,17,37.23
5220,1,17,32.6
5220,2,17,28.74
5220,3,17,34.78
5221,1,17,31.07
5221,2,17,28.78
5221,3,17,35.31
5222,1,17,33.43
5222,2,17,30.93
5222,3,17,36.47
5223,1,17,38.72
5223,2,17,38.93
5223,3,17,39.35
5224,1,17,43.16
5224,2,17,43.03
5224,3,17,43.03
5225,1,17,44.94
5225,2,17,48.92
5225,3,17,48.92
5226,1,17,41.98
5226,2,17,45.18
5226,3,17,45.18
5227,1,17,42.44
5227,2,17,44.93
5227,3,17,44.93
5228,1,17,41.91
5228,2,17,42.87
5228,3,17,42.87
5229,1,17,33.56
5229,2,17,35.95
