pp_id,ca_id,hy,value
1,0,69,8.36439426e-05
2,0,70,3.18962043e-05
0,0,70,3.18962043e-05
3,0,70,8.0050492e-05
1,0,70,8.36439426e-05
2,0,71,3.18962043e-05
0,0,71,3.18962043e-05
3,0,71,8.0050492e-05
1,0,71,8.36439426e-05
2,0,72,3.18962043e-05
0,0,72,3.18962043e-05
3,0,72,8.0050492e-05
1,0,72,8.36439426e-05
2,0,73,3.18962043e-05
0,0,73,3.18962043e-05
3,0,73,8.0050492e-05
1,0,73,8.36439426e-05
2,0,74,3.18962043e-05
0,0,74,3.18962043e-05
3,0,74,8.0050492e-05
1,0,74,8.36439426e-05
2,0,75,3.18962043e-05
0,0,75,3.18962043e-05
3,0,75,8.0050492e-05
1,0,75,8.36439426e-05
2,0,76,3.18962043e-05
0,0,76,3.18962043e-05
3,0,76,8.0050492e-05
1,0,76,8.36439426e-05
2,0,77,3.18962043e-05
0,0,77,3.18962043e-05
3,0,77,8.0050492e-05
1,0,77,8.36439426e-05
2,0,78,3.18962043e-05
0,0,78,3.18962043e-05
3,0,78,8.0050492e-05
1,0,78,8.36439426e-05
2,0,79,3.18962043e-05
0,0,79,3.18962043e-05
3,0,79,8.0050492e-05
1,0,79,8.36439426e-05
2,0,80,3.18962043e-05
0,0,80,3.18962043e-05
3,0,80,8.0050492e-05
1,0,80,8.36439426e-05
2,0,81,3.18962043e-05
0,0,81,3.18962043e-05
3,0,81,8.0050492e-05
1,0,81,8.36439426e-05
2,0,82,3.18962043e-05
0,0,82,3.18962043e-05
3,0,82,8.0050492e-05
1,0,82,8.36439426e-05
2,0,83,3.18962043e-05
0,0,83,3.18962043e-05
3,0,83,8.0050492e-05
1,0,83,8.36439426e-05
2,0,84,3.18962043e-05
0,0,84,3.18962043e-05
3,0,84,8.0050492e-05
1,0,84,8.36439426e-05
2,0,85,3.18962043e-05
0,0,85,3.18962043e-05
3,0,85,8.0050492e-05
1,0,85,8.36439426e-05
2,0,86,3.18962043e-05
0,0,86,3.18962043e-05
3,0,86,8.0050492e-05
1,0,86,8.36439426e-05
2,0,87,3.18962043e-05
0,0,87,3.18962043e-05
3,0,87,8.0050492e-05
1,0,87,8.36439426e-05
2,0,88,3.18962043e-05
0,0,88,3.18962043e-05
3,0,88,8.0050492e-05
1,0,88,8.36439426e-05
2,0,89,3.18962043e-05
0,0,89,3.18962043e-05
3,0,89,8.0050492e-05
1,0,89,8.36439426e-05
2,0,90,3.18962043e-05
0,0,90,3.18962043e-05
3,0,90,8.0050492e-05
1,0,90,8.36439426e-05
2,0,91,3.18962043e-05
0,0,91,3.18962043e-05
3,0,91,8.0050492e-05
1,0,91,8.36439426e-05
2,0,92,3.18962043e-05
0,0,92,3.18962043e-05
3,0,92,8.0050492e-05
1,0,92,8.36439426e-05
2,0,93,3.18962043e-05
0,0,93,3.18962043e-05
3,0,93,8.0050492e-05
1,0,93,8.36439426e-05
2,0,94,3.18962043e-05
0,0,94,3.18962043e-05
3,0,94,8.0050492e-05
1,0,94,8.36439426e-05
2,0,95,3.18962043e-05
0,0,95,3.18962043e-05
3,0,95,8.0050492e-05
1,0,95,8.36439426e-05
2,0,96,3.18962043e-05
0,0,96,3.18962043e-05
3,0,96,8.0050492e-05
1,0,96,8.36439426e-05
2,0,97,3.18962043e-05
0,0,97,3.18962043e-05
3,0,97,8.0050492e-05
1,0,97,8.36439426e-05
2,0,98,3.18962043e-05
0,0,98,3.18962043e-05
3,0,98,8.0050492e-05
1,0,98,8.36439426e-05
2,0,99,3.18962043e-05
0,0,99,3.18962043e-05
3,0,99,8.0050492e-05
1,0,99,8.36439426e-05
2,0,100,3.18962043e-05
0,0,100,3.18962043e-05
3,0,100,8.0050492e-05
1,0,100,8.36439426e-05
2,0,101,3.18962043e-05
0,0,101,3.18962043e-05
3,0,101,8.0050492e-05
1,0,101,8.36439426e-05
2,0,102,3.18962043e-05
0,0,102,3.18962043e-05
3,0,102,8.0050492e-05
1,0,102,8.36439426e-05
2,0,103,3.18962043e-05
0,0,103,3.18962043e-05
3,0,103,8.0050492e-05
1,0,103,8.36439426e-05
2,0,104,3.18962043e-05
0,0,104,3.18962043e-05
3,0,104,8.0050492e-05
1,0,104,8.36439426e-05
2,0,105,3.18962043e-05
0,0,105,3.18962043e-05
3,0,105,8.0050492e-05
1,0,105,8.36439426e-05
2,0,106,3.18962043e-05
0,0,106,3.18962043e-05
3,0,106,8.0050492e-05
1,0,106,8.36439426e-05
2,0,107,3.18962043e-05
0,0,107,3.18962043e-05
3,0,107,8.0050492e-05
1,0,107,8.36439426e-05
2,0,108,3.18962043e-05
0,0,108,3.18962043e-05
3,0,108,8.0050492e-05
1,0,108,8.36439426e-05
2,0,109,3.18962043e-05
0,0,109,3.18962043e-05
3,0,109,8.0050492e-05
1,0,109,8.36439426e-05
2,0,110,3.18962043e-05
0,0,110,3.18962043e-05
3,0,110,8.0050492e-05
1,0,110,8.36439426e-05
2,0,111,3.18962043e-05
0,0,111,3.18962043e-05
3,0,111,8.0050492e-05
1,0,111,8.36439426e-05
2,0,112,3.18962043e-05
0,0,112,3.18962043e-05
3,0,112,8.0050492e-05
1,0,112,8.36439426e-05
2,0,113,3.18962043e-05
0,0,113,3.18962043e-05
3,0,113,8.0050492e-05
1,0,113,8.36439426e-05
2,0,114,3.18962043e-05
0,0,114,3.18962043e-05
3,0,114,8.0050492e-05
1,0,114,8.36439426e-05
2,0,115,3.18962043e-05
0,0,115,3.18962043e-05
3,0,115,8.0050492e-05
1,0,115,8.36439426e-05
2,0,116,3.18962043e-05
0,0,116,3.18962043e-05
3,0,116,8.0050492e-05
1,0,116,8.36439426e-05
2,0,117,3.18962043e-05
0,0,117,3.18962043e-05
3,0,117,8.0050492e-05
1,0,117,8.36439426e-05
2,0,118,3.18962043e-05
0,0,118,3.18962043e-05
3,0,118,8.0050492e-05
1,0,118,8.36439426e-05
2,0,119,3.18962043e-05
0,0,119,3.18962043e-05
3,0,119,8.0050492e-05
1,0,119,8.36439426e-05
2,0,120,3.18962043e-05
0,0,120,3.18962043e-05
3,0,120,8.0050492e-05
1,0,120,8.36439426e-05
2,0,121,3.18962043e-05
0,0,121,3.18962043e-05
3,0,121,8.0050492e-05
1,0,121,8.36439426e-05
2,0,122,3.18962043e-05
0,0,122,3.18962043e-05
3,0,122,8.0050492e-05
1,0,122,8.36439426e-05
2,0,123,3.18962043e-05
0,0,123,3.18962043e-05
3,0,123,8.0050492e-05
1,0,123,8.36439426e-05
2,0,124,3.18962043e-05
0,0,124,3.18962043e-05
3,0,124,8.0050492e-05
1,0,124,8.36439426e-05
2,0,125,3.18962043e-05
0,0,125,3.18962043e-05
3,0,125,8.0050492e-05
1,0,125,8.36439426e-05
2,0,126,3.18962043e-05
0,0,126,3.18962043e-05
3,0,126,8.0050492e-05
1,0,126,8.36439426e-05
2,0,127,3.18962043e-05
0,0,127,3.18962043e-05
3,0,127,8.0050492e-05
1,0,127,8.36439426e-05
2,0,128,3.18962043e-05
0,0,128,3.18962043e-05
3,0,128,8.0050492e-05
1,0,128,8.36439426e-05
2,0,129,3.18962043e-05
0,0,129,3.18962043e-05
3,0,129,8.0050492e-05
1,0,129,8.36439426e-05
2,0,130,3.18962043e-05
0,0,130,3.18962043e-05
3,0,130,8.0050492e-05
1,0,130,8.36439426e-05
2,0,131,3.18962043e-05
0,0,131,3.18962043e-05
3,0,131,8.0050492e-05
1,0,131,8.36439426e-05
2,0,132,3.18962043e-05
0,0,132,3.18962043e-05
3,0,132,8.0050492e-05
1,0,132,8.36439426e-05
2,0,133,3.18962043e-05
0,0,133,3.18962043e-05
3,0,133,8.0050492e-05
1,0,133,8.36439426e-05
2,0,134,3.18962043e-05
0,0,134,3.18962043e-05
3,0,134,8.0050492e-05
1,0,134,8.36439426e-05
2,0,135,3.18962043e-05
0,0,135,3.18962043e-05
3,0,135,8.0050492e-05
1,0,135,8.36439426e-05
2,0,136,3.18962043e-05
0,0,136,3.18962043e-05
3,0,136,8.0050492e-05
1,0,136,8.36439426e-05
2,0,137,3.18962043e-05
0,0,137,3.18962043e-05
3,0,137,8.0050492e-05
1,0,137,8.36439426e-05
2,0,138,3.18962043e-05
0,0,138,3.18962043e-05
3,0,138,8.0050492e-05
1,0,138,8.36439426e-05
2,0,139,3.18962043e-05
0,0,139,3.18962043e-05
3,0,139,8.0050492e-05
1,0,139,8.36439426e-05
2,0,140,3.18962043e-05
0,0,140,3.18962043e-05
3,0,140,8.0050492e-05
1,0,140,8.36439426e-05
2,0,141,3.18962043e-05
0,0,141,3.18962043e-05
3,0,141,8.0050492e-05
1,0,141,8.36439426e-05
2,0,142,3.18962043e-05
0,0,142,3.18962043e-05
3,0,142,8.0050492e-05
1,0,142,8.36439426e-05
2,0,143,3.18962043e-05
0,0,143,3.18962043e-05
3,0,143,8.0050492e-05
1,0,143,8.36439426e-05
2,0,144,3.18962043e-05
0,0,144,3.18962043e-05
3,0,144,8.0050492e-05
1,0,144,8.36439426e-05
2,0,145,3.18962043e-05
0,0,145,3.18962043e-05
3,0,145,8.0050492e-05
1,0,145,8.36439426e-05
2,0,146,3.18962043e-05
0,0,146,3.18962043e-05
3,0,146,8.0050492e-05
1,0,146,8.36439426e-05
2,0,147,3.18962043e-05
0,0,147,3.18962043e-05
3,0,147,8.0050492e-05
1,0,147,8.36439426e-05
2,0,148,3.18962043e-05
0,0,148,3.18962043e-05
3,0,148,8.0050492e-05
1,0,148,8.36439426e-05
2,0,149,3.18962043e-05
0,0,149,3.18962043e-05
3,0,149,8.0050492e-05
1,0,149,8.36439426e-05
2,0,150,3.18962043e-05
0,0,150,3.18962043e-05
3,0,150,8.0050492e-05
1,0,150,8.36439426e-05
2,0,151,3.18962043e-05
0,0,151,3.18962043e-05
3,0,151,8.0050492e-05
1,0,151,8.36439426e-05
2,0,152,3.18962043e-05
0,0,152,3.18962043e-05
3,0,152,8.0050492e-05
1,0,152,8.36439426e-05
2,0,153,3.18962043e-05
0,0,153,3.18962043e-05
3,0,153,8.0050492e-05
1,0,153,8.36439426e-05
2,0,154,3.18962043e-05
0,0,154,3.18962043e-05
3,0,154,8.0050492e-05
1,0,154,8.36439426e-05
2,0,155,3.18962043e-05
0,0,155,3.18962043e-05
3,0,155,8.0050492e-05
1,0,155,8.36439426e-05
2,0,156,3.18962043e-05
0,0,156,3.18962043e-05
3,0,156,8.0050492e-05
1,0,156,8.36439426e-05
2,0,157,3.18962043e-05
0,0,157,3.18962043e-05
3,0,157,8.0050492e-05
1,0,157,8.36439426e-05
2,0,158,3.18962043e-05
0,0,158,3.18962043e-05
3,0,158,8.0050492e-05
1,0,158,8.36439426e-05
2,0,159,3.18962043e-05
0,0,159,3.18962043e-05
3,0,159,8.0050492e-05
1,0,159,8.36439426e-05
2,0,160,3.18962043e-05
0,0,160,3.18962043e-05
3,0,160,8.0050492e-05
1,0,160,8.36439426e-05
2,0,161,3.18962043e-05
0,0,161,3.18962043e-05
3,0,161,8.0050492e-05
1,0,161,8.36439426e-05
2,0,162,3.18962043e-05
0,0,162,3.18962043e-05
3,0,162,8.0050492e-05
1,0,162,8.36439426e-05
2,0,163,3.18962043e-05
0,0,163,3.18962043e-05
3,0,163,8.0050492e-05
1,0,163,8.36439426e-05
2,0,164,3.18962043e-05
0,0,164,3.18962043e-05
3,0,164,8.0050492e-05
1,0,164,8.36439426e-05
2,0,165,3.18962043e-05
0,0,165,3.18962043e-05
3,0,165,8.0050492e-05
1,0,165,8.36439426e-05
2,0,166,3.18962043e-05
0,0,166,3.18962043e-05
3,0,166,8.0050492e-05
1,0,166,8.36439426e-05
2,0,167,3.18962043e-05
0,0,167,3.18962043e-05
3,0,167,8.0050492e-05
1,0,167,8.36439426e-05
2,0,168,3.18962043e-05
0,0,168,3.18962043e-05
3,0,168,8.0050492e-05
1,0,168,8.36439426e-05
2,0,169,3.18962043e-05
0,0,169,3.18962043e-05
3,0,169,8.0050492e-05
1,0,169,8.36439426e-05
2,0,170,3.18962043e-05
0,0,170,3.18962043e-05
3,0,170,8.0050492e-05
1,0,170,8.36439426e-05
2,0,171,3.18962043e-05
0,0,171,3.18962043e-05
3,0,171,8.0050492e-05
1,0,171,8.36439426e-05
2,0,172,3.18962043e-05
0,0,172,3.18962043e-05
3,0,172,8.0050492e-05
1,0,172,8.36439426e-05
2,0,173,3.18962043e-05
0,0,173,3.18962043e-05
3,0,173,8.0050492e-05
1,0,173,8.36439426e-05
2,0,174,3.18962043e-05
0,0,174,3.18962043e-05
3,0,174,8.0050492e-05
1,0,174,8.36439426e-05
2,0,175,3.18962043e-05
0,0,175,3.18962043e-05
3,0,175,8.0050492e-05
1,0,175,8.36439426e-05
2,0,176,3.18962043e-05
0,0,176,3.18962043e-05
3,0,176,8.0050492e-05
1,0,176,8.36439426e-05
2,0,177,3.18962043e-05
0,0,177,3.18962043e-05
3,0,177,8.0050492e-05
1,0,177,8.36439426e-05
2,0,178,3.18962043e-05
0,0,178,3.18962043e-05
3,0,178,8.0050492e-05
1,0,178,8.36439426e-05
2,0,179,3.18962043e-05
0,0,179,3.18962043e-05
3,0,179,8.0050492e-05
1,0,179,8.36439426e-05
2,0,180,3.18962043e-05
0,0,180,3.18962043e-05
3,0,180,8.0050492e-05
1,0,180,8.36439426e-05
2,0,181,3.18962043e-05
0,0,181,3.18962043e-05
3,0,181,8.0050492e-05
1,0,181,8.36439426e-05
2,0,182,3.18962043e-05
0,0,182,3.18962043e-05
3,0,182,8.0050492e-05
1,0,182,8.36439426e-05
2,0,183,3.18962043e-05
0,0,183,3.18962043e-05
3,0,183,8.0050492e-05
1,0,183,8.36439426e-05
2,0,184,3.18962043e-05
0,0,184,3.18962043e-05
3,0,184,8.0050492e-05
1,0,184,8.36439426e-05
2,0,185,3.18962043e-05
0,0,185,3.18962043e-05
3,0,185,8.0050492e-05
1,0,185,8.36439426e-05
2,0,186,3.18962043e-05
0,0,186,3.18962043e-05
3,0,186,8.0050492e-05
1,0,186,8.36439426e-05
2,0,187,3.18962043e-05
0,0,187,3.18962043e-05
3,0,187,8.0050492e-05
1,0,187,8.36439426e-05
2,0,188,3.18962043e-05
0,0,188,3.18962043e-05
3,0,188,8.0050492e-05
1,0,188,8.36439426e-05
2,0,189,3.18962043e-05
0,0,189,3.18962043e-05
3,0,189,8.0050492e-05
1,0,189,8.36439426e-05
2,0,190,3.18962043e-05
0,0,190,3.18962043e-05
3,0,190,8.0050492e-05
1,0,190,8.36439426e-05
2,0,191,3.18962043e-05
0,0,191,3.18962043e-05
3,0,191,8.0050492e-05
1,0,191,8.36439426e-05
2,0,192,3.18962043e-05
0,0,192,3.18962043e-05
3,0,192,8.0050492e-05
1,0,192,8.36439426e-05
2,0,193,3.18962043e-05
0,0,193,3.18962043e-05
3,0,193,8.0050492e-05
1,0,193,8.36439426e-05
2,0,194,3.18962043e-05
0,0,194,3.18962043e-05
3,0,194,8.0050492e-05
1,0,194,8.36439426e-05
2,0,195,3.18962043e-05
0,0,195,3.18962043e-05
3,0,195,8.0050492e-05
1,0,195,8.36439426e-05
2,0,196,3.18962043e-05
0,0,196,3.18962043e-05
3,0,196,8.0050492e-05
1,0,196,8.36439426e-05
2,0,197,3.18962043e-05
0,0,197,3.18962043e-05
3,0,197,8.0050492e-05
1,0,197,8.36439426e-05
2,0,198,3.18962043e-05
0,0,198,3.18962043e-05
3,0,198,8.0050492e-05
1,0,198,8.36439426e-05
2,0,199,3.18962043e-05
0,0,199,3.18962043e-05
3,0,199,8.0050492e-05
1,0,199,8.36439426e-05
2,0,200,3.18962043e-05
0,0,200,3.18962043e-05
3,0,200,8.0050492e-05
1,0,200,8.36439426e-05
2,0,201,3.18962043e-05
0,0,201,3.18962043e-05
3,0,201,8.0050492e-05
1,0,201,8.36439426e-05
2,0,202,3.18962043e-05
0,0,202,3.18962043e-05
3,0,202,8.0050492e-05
1,0,202,8.36439426e-05
2,0,203,3.18962043e-05
0,0,203,3.18962043e-05
3,0,203,8.0050492e-05
1,0,203,8.36439426e-05
2,0,204,3.18962043e-05
0,0,204,3.18962043e-05
3,0,204,8.0050492e-05
1,0,204,8.36439426e-05
2,0,205,3.18962043e-05
0,0,205,3.18962043e-05
3,0,205,8.0050492e-05
1,0,205,8.36439426e-05
2,0,206,3.18962043e-05
0,0,206,3.18962043e-05
3,0,206,8.0050492e-05
1,0,206,8.36439426e-05
2,0,207,3.18962043e-05
0,0,207,3.18962043e-05
3,0,207,8.0050492e-05
1,0,207,8.36439426e-05
2,0,208,3.18962043e-05
0,0,208,3.18962043e-05
3,0,208,8.0050492e-05
1,0,208,8.36439426e-05
2,0,209,3.18962043e-05
0,0,209,3.18962043e-05
3,0,209,8.0050492e-05
1,0,209,8.36439426e-05
2,0,210,3.18962043e-05
0,0,210,3.18962043e-05
3,0,210,8.0050492e-05
1,0,210,8.36439426e-05
2,0,211,3.18962043e-05
0,0,211,3.18962043e-05
3,0,211,8.0050492e-05
1,0,211,8.36439426e-05
2,0,212,3.18962043e-05
0,0,212,3.18962043e-05
3,0,212,8.0050492e-05
1,0,212,8.36439426e-05
2,0,213,3.18962043e-05
0,0,213,3.18962043e-05
3,0,213,8.0050492e-05
1,0,213,8.36439426e-05
2,0,214,3.18962043e-05
0,0,214,3.18962043e-05
3,0,214,8.0050492e-05
1,0,214,8.36439426e-05
2,0,215,3.18962043e-05
0,0,215,3.18962043e-05
3,0,215,8.0050492e-05
1,0,215,8.36439426e-05
2,0,216,3.18962043e-05
0,0,216,3.18962043e-05
3,0,216,8.0050492e-05
1,0,216,8.36439426e-05
2,0,217,3.18962043e-05
0,0,217,3.18962043e-05
3,0,217,8.0050492e-05
1,0,217,8.36439426e-05
2,0,218,3.18962043e-05
0,0,218,3.18962043e-05
3,0,218,8.0050492e-05
1,0,218,8.36439426e-05
2,0,219,3.18962043e-05
0,0,219,3.18962043e-05
3,0,219,8.0050492e-05
1,0,219,8.36439426e-05
2,0,220,3.18962043e-05
0,0,220,3.18962043e-05
3,0,220,8.0050492e-05
1,0,220,8.36439426e-05
2,0,221,3.18962043e-05
0,0,221,3.18962043e-05
3,0,221,8.0050492e-05
1,0,221,8.36439426e-05
2,0,222,3.18962043e-05
0,0,222,3.18962043e-05
3,0,222,8.0050492e-05
1,0,222,8.36439426e-05
2,0,223,3.18962043e-05
0,0,223,3.18962043e-05
3,0,223,8.0050492e-05
1,0,223,8.36439426e-05
2,0,224,3.18962043e-05
0,0,224,3.18962043e-05
3,0,224,8.0050492e-05
1,0,224,8.36439426e-05
2,0,225,3.18962043e-05
0,0,225,3.18962043e-05
3,0,225,8.0050492e-05
1,0,225,8.36439426e-05
2,0,226,3.18962043e-05
0,0,226,3.18962043e-05
3,0,226,8.0050492e-05
1,0,226,8.36439426e-05
2,0,227,3.18962043e-05
0,0,227,3.18962043e-05
3,0,227,8.0050492e-05
1,0,227,8.36439426e-05
2,0,228,3.18962043e-05
0,0,228,3.18962043e-05
3,0,228,8.0050492e-05
1,0,228,8.36439426e-05
2,0,229,3.18962043e-05
0,0,229,3.18962043e-05
3,0,229,8.0050492e-05
1,0,229,8.36439426e-05
2,0,230,3.18962043e-05
0,0,230,3.18962043e-05
3,0,230,8.0050492e-05
1,0,230,8.36439426e-05
2,0,231,3.18962043e-05
0,0,231,3.18962043e-05
3,0,231,8.0050492e-05
1,0,231,8.36439426e-05
2,0,232,3.18962043e-05
0,0,232,3.18962043e-05
