pp_id,ca_id,hy,value
3,0,3065,0.0001808308223
1,0,3065,0.0001629162913
2,0,3066,0.000208148335
0,0,3066,0.000208148335
3,0,3066,0.0001808308223
1,0,3066,0.0001629162913
2,0,3067,0.000208148335
0,0,3067,0.000208148335
3,0,3067,0.0001808308223
1,0,3067,0.0001629162913
2,0,3068,0.000208148335
0,0,3068,0.000208148335
3,0,3068,0.0001808308223
1,0,3068,0.0001629162913
2,0,3069,0.000208148335
0,0,3069,0.000208148335
3,0,3069,0.0001808308223
1,0,3069,0.0001629162913
2,0,3070,0.000208148335
0,0,3070,0.000208148335
3,0,3070,0.0001808308223
1,0,3070,0.0001629162913
2,0,3071,0.000208148335
0,0,3071,0.000208148335
3,0,3071,0.0001808308223
1,0,3071,0.0001629162913
2,0,3072,0.000208148335
0,0,3072,0.000208148335
3,0,3072,0.0001808308223
1,0,3072,0.0001629162913
2,0,3073,0.000208148335
0,0,3073,0.000208148335
3,0,3073,0.0001808308223
1,0,3073,0.0001629162913
2,0,3074,0.000208148335
0,0,3074,0.000208148335
3,0,3074,0.0001808308223
1,0,3074,0.0001629162913
2,0,3075,0.000208148335
0,0,3075,0.000208148335
3,0,3075,0.0001808308223
1,0,3075,0.0001629162913
2,0,3076,0.000208148335
0,0,3076,0.000208148335
3,0,3076,0.0001808308223
1,0,3076,0.0001629162913
2,0,3077,0.000208148335
0,0,3077,0.000208148335
3,0,3077,0.0001808308223
1,0,3077,0.0001629162913
2,0,3078,0.000208148335
0,0,3078,0.000208148335
3,0,3078,0.0001808308223
1,0,3078,0.0001629162913
2,0,3079,0.000208148335
0,0,3079,0.000208148335
3,0,3079,0.0001808308223
1,0,3079,0.0001629162913
2,0,3080,0.000208148335
0,0,3080,0.000208148335
3,0,3080,0.0001808308223
1,0,3080,0.0001629162913
2,0,3081,0.000208148335
0,0,3081,0.000208148335
3,0,3081,0.0001808308223
1,0,3081,0.0001629162913
2,0,3082,0.000208148335
0,0,3082,0.000208148335
3,0,3082,0.0001808308223
1,0,3082,0.0001629162913
2,0,3083,0.000208148335
0,0,3083,0.000208148335
3,0,3083,0.0001808308223
1,0,3083,0.0001629162913
2,0,3084,0.000208148335
0,0,3084,0.000208148335
3,0,3084,0.0001808308223
1,0,3084,0.0001629162913
2,0,3085,0.000208148335
0,0,3085,0.000208148335
3,0,3085,0.0001808308223
1,0,3085,0.0001629162913
2,0,3086,0.000208148335
0,0,3086,0.000208148335
3,0,3086,0.0001808308223
1,0,3086,0.0001629162913
2,0,3087,0.000208148335
0,0,3087,0.000208148335
3,0,3087,0.0001808308223
1,0,3087,0.0001629162913
2,0,3088,0.000208148335
0,0,3088,0.000208148335
3,0,3088,0.0001808308223
1,0,3088,0.0001629162913
2,0,3089,0.000208148335
0,0,3089,0.000208148335
3,0,3089,0.0001808308223
1,0,3089,0.0001629162913
2,0,3090,0.000208148335
0,0,3090,0.000208148335
3,0,3090,0.0001808308223
1,0,3090,0.0001629162913
2,0,3091,0.000208148335
0,0,3091,0.000208148335
3,0,3091,0.0001808308223
1,0,3091,0.0001629162913
2,0,3092,0.000208148335
0,0,3092,0.000208148335
3,0,3092,0.0001808308223
1,0,3092,0.0001629162913
2,0,3093,0.000208148335
0,0,3093,0.000208148335
3,0,3093,0.0001808308223
1,0,3093,0.0001629162913
2,0,3094,0.000208148335
0,0,3094,0.000208148335
3,0,3094,0.0001808308223
1,0,3094,0.0001629162913
2,0,3095,0.000208148335
0,0,3095,0.000208148335
3,0,3095,0.0001808308223
1,0,3095,0.0001629162913
2,0,3096,0.000208148335
0,0,3096,0.000208148335
3,0,3096,0.0001808308223
1,0,3096,0.0001629162913
2,0,3097,0.000208148335
0,0,3097,0.000208148335
3,0,3097,0.0001808308223
1,0,3097,0.0001629162913
2,0,3098,0.000208148335
0,0,3098,0.000208148335
3,0,3098,0.0001808308223
1,0,3098,0.0001629162913
2,0,3099,0.000208148335
0,0,3099,0.000208148335
3,0,3099,0.0001808308223
1,0,3099,0.0001629162913
2,0,3100,0.000208148335
0,0,3100,0.000208148335
3,0,3100,0.0001808308223
1,0,3100,0.0001629162913
2,0,3101,0.000208148335
0,0,3101,0.000208148335
3,0,3101,0.0001808308223
1,0,3101,0.0001629162913
2,0,3102,0.000208148335
0,0,3102,0.000208148335
3,0,3102,0.0001808308223
1,0,3102,0.0001629162913
2,0,3103,0.000208148335
0,0,3103,0.000208148335
3,0,3103,0.0001808308223
1,0,3103,0.0001629162913
2,0,3104,0.000208148335
0,0,3104,0.000208148335
3,0,3104,0.0001808308223
1,0,3104,0.0001629162913
2,0,3105,0.000208148335
0,0,3105,0.000208148335
3,0,3105,0.0001808308223
1,0,3105,0.0001629162913
2,0,3106,0.000208148335
0,0,3106,0.000208148335
3,0,3106,0.0001808308223
1,0,3106,0.0001629162913
2,0,3107,0.000208148335
0,0,3107,0.000208148335
3,0,3107,0.0001808308223
1,0,3107,0.0001629162913
2,0,3108,0.000208148335
0,0,3108,0.000208148335
3,0,3108,0.0001808308223
1,0,3108,0.0001629162913
2,0,3109,0.000208148335
0,0,3109,0.000208148335
3,0,3109,0.0001808308223
1,0,3109,0.0001629162913
2,0,3110,0.000208148335
0,0,3110,0.000208148335
3,0,3110,0.0001808308223
1,0,3110,0.0001629162913
2,0,3111,0.000208148335
0,0,3111,0.000208148335
3,0,3111,0.0001808308223
1,0,3111,0.0001629162913
2,0,3112,0.000208148335
0,0,3112,0.000208148335
3,0,3112,0.0001808308223
1,0,3112,0.0001629162913
2,0,3113,0.000208148335
0,0,3113,0.000208148335
3,0,3113,0.0001808308223
1,0,3113,0.0001629162913
2,0,3114,0.000208148335
0,0,3114,0.000208148335
3,0,3114,0.0001808308223
1,0,3114,0.0001629162913
2,0,3115,0.000208148335
0,0,3115,0.000208148335
3,0,3115,0.0001808308223
1,0,3115,0.0001629162913
2,0,3116,0.000208148335
0,0,3116,0.000208148335
3,0,3116,0.0001808308223
1,0,3116,0.0001629162913
2,0,3117,0.000208148335
0,0,3117,0.000208148335
3,0,3117,0.0001808308223
1,0,3117,0.0001629162913
2,0,3118,0.000208148335
0,0,3118,0.000208148335
3,0,3118,0.0001808308223
1,0,3118,0.0001629162913
2,0,3119,0.000208148335
0,0,3119,0.000208148335
3,0,3119,0.0001808308223
1,0,3119,0.0001629162913
2,0,3120,0.000208148335
0,0,3120,0.000208148335
3,0,3120,0.0001808308223
1,0,3120,0.0001629162913
2,0,3121,0.000208148335
0,0,3121,0.000208148335
3,0,3121,0.0001808308223
1,0,3121,0.0001629162913
2,0,3122,0.000208148335
0,0,3122,0.000208148335
3,0,3122,0.0001808308223
1,0,3122,0.0001629162913
2,0,3123,0.000208148335
0,0,3123,0.000208148335
3,0,3123,0.0001808308223
1,0,3123,0.0001629162913
2,0,3124,0.000208148335
0,0,3124,0.000208148335
3,0,3124,0.0001808308223
1,0,3124,0.0001629162913
2,0,3125,0.000208148335
0,0,3125,0.000208148335
3,0,3125,0.0001808308223
1,0,3125,0.0001629162913
2,0,3126,0.000208148335
0,0,3126,0.000208148335
3,0,3126,0.0001808308223
1,0,3126,0.0001629162913
2,0,3127,0.000208148335
0,0,3127,0.000208148335
3,0,3127,0.0001808308223
1,0,3127,0.0001629162913
2,0,3128,0.000208148335
0,0,3128,0.000208148335
3,0,3128,0.0001808308223
1,0,3128,0.0001629162913
2,0,3129,0.000208148335
0,0,3129,0.000208148335
3,0,3129,0.0001808308223
1,0,3129,0.0001629162913
2,0,3130,0.000208148335
0,0,3130,0.000208148335
3,0,3130,0.0001808308223
1,0,3130,0.0001629162913
2,0,3131,0.000208148335
0,0,3131,0.000208148335
3,0,3131,0.0001808308223
1,0,3131,0.0001629162913
2,0,3132,0.000208148335
0,0,3132,0.000208148335
3,0,3132,0.0001808308223
1,0,3132,0.0001629162913
2,0,3133,0.000208148335
0,0,3133,0.000208148335
3,0,3133,0.0001808308223
1,0,3133,0.0001629162913
2,0,3134,0.000208148335
0,0,3134,0.000208148335
3,0,3134,0.0001808308223
1,0,3134,0.0001629162913
2,0,3135,0.000208148335
0,0,3135,0.000208148335
3,0,3135,0.0001808308223
1,0,3135,0.0001629162913
2,0,3136,0.000208148335
0,0,3136,0.000208148335
3,0,3136,0.0001808308223
1,0,3136,0.0001629162913
2,0,3137,0.000208148335
0,0,3137,0.000208148335
3,0,3137,0.0001808308223
1,0,3137,0.0001629162913
2,0,3138,0.000208148335
0,0,3138,0.000208148335
3,0,3138,0.0001808308223
1,0,3138,0.0001629162913
2,0,3139,0.000208148335
0,0,3139,0.000208148335
3,0,3139,0.0001808308223
1,0,3139,0.0001629162913
2,0,3140,0.000208148335
0,0,3140,0.000208148335
3,0,3140,0.0001808308223
1,0,3140,0.0001629162913
2,0,3141,0.000208148335
0,0,3141,0.000208148335
3,0,3141,0.0001808308223
1,0,3141,0.0001629162913
2,0,3142,0.000208148335
0,0,3142,0.000208148335
3,0,3142,0.0001808308223
1,0,3142,0.0001629162913
2,0,3143,0.000208148335
0,0,3143,0.000208148335
3,0,3143,0.0001808308223
1,0,3143,0.0001629162913
2,0,3144,0.000208148335
0,0,3144,0.000208148335
3,0,3144,0.0001808308223
1,0,3144,0.0001629162913
2,0,3145,0.000208148335
0,0,3145,0.000208148335
3,0,3145,0.0001808308223
1,0,3145,0.0001629162913
2,0,3146,0.000208148335
0,0,3146,0.000208148335
3,0,3146,0.0001808308223
1,0,3146,0.0001629162913
2,0,3147,0.000208148335
0,0,3147,0.000208148335
3,0,3147,0.0001808308223
1,0,3147,0.0001629162913
2,0,3148,0.000208148335
0,0,3148,0.000208148335
3,0,3148,0.0001808308223
1,0,3148,0.0001629162913
2,0,3149,0.000208148335
0,0,3149,0.000208148335
3,0,3149,0.0001808308223
1,0,3149,0.0001629162913
2,0,3150,0.000208148335
0,0,3150,0.000208148335
3,0,3150,0.0001808308223
1,0,3150,0.0001629162913
2,0,3151,0.000208148335
0,0,3151,0.000208148335
3,0,3151,0.0001808308223
1,0,3151,0.0001629162913
2,0,3152,0.000208148335
0,0,3152,0.000208148335
3,0,3152,0.0001808308223
1,0,3152,0.0001629162913
2,0,3153,0.000208148335
0,0,3153,0.000208148335
3,0,3153,0.0001808308223
1,0,3153,0.0001629162913
2,0,3154,0.000208148335
0,0,3154,0.000208148335
3,0,3154,0.0001808308223
1,0,3154,0.0001629162913
2,0,3155,0.000208148335
0,0,3155,0.000208148335
3,0,3155,0.0001808308223
1,0,3155,0.0001629162913
2,0,3156,0.000208148335
0,0,3156,0.000208148335
3,0,3156,0.0001808308223
1,0,3156,0.0001629162913
2,0,3157,0.000208148335
0,0,3157,0.000208148335
3,0,3157,0.0001808308223
1,0,3157,0.0001629162913
2,0,3158,0.000208148335
0,0,3158,0.000208148335
3,0,3158,0.0001808308223
1,0,3158,0.0001629162913
2,0,3159,0.000208148335
0,0,3159,0.000208148335
3,0,3159,0.0001808308223
1,0,3159,0.0001629162913
2,0,3160,0.000208148335
0,0,3160,0.000208148335
3,0,3160,0.0001808308223
1,0,3160,0.0001629162913
2,0,3161,0.000208148335
0,0,3161,0.000208148335
3,0,3161,0.0001808308223
1,0,3161,0.0001629162913
2,0,3162,0.000208148335
0,0,3162,0.000208148335
3,0,3162,0.0001808308223
1,0,3162,0.0001629162913
2,0,3163,0.000208148335
0,0,3163,0.000208148335
3,0,3163,0.0001808308223
1,0,3163,0.0001629162913
2,0,3164,0.000208148335
0,0,3164,0.000208148335
3,0,3164,0.0001808308223
1,0,3164,0.0001629162913
2,0,3165,0.000208148335
0,0,3165,0.000208148335
3,0,3165,0.0001808308223
1,0,3165,0.0001629162913
2,0,3166,0.000208148335
0,0,3166,0.000208148335
3,0,3166,0.0001808308223
1,0,3166,0.0001629162913
2,0,3167,0.000208148335
0,0,3167,0.000208148335
3,0,3167,0.0001808308223
1,0,3167,0.0001629162913
2,0,3168,0.000208148335
0,0,3168,0.000208148335
3,0,3168,0.0001808308223
1,0,3168,0.0001629162913
2,0,3169,0.000208148335
0,0,3169,0.000208148335
3,0,3169,0.0001808308223
1,0,3169,0.0001629162913
2,0,3170,0.000208148335
0,0,3170,0.000208148335
3,0,3170,0.0001808308223
1,0,3170,0.0001629162913
2,0,3171,0.000208148335
0,0,3171,0.000208148335
3,0,3171,0.0001808308223
1,0,3171,0.0001629162913
2,0,3172,0.000208148335
0,0,3172,0.000208148335
3,0,3172,0.0001808308223
1,0,3172,0.0001629162913
2,0,3173,0.000208148335
0,0,3173,0.000208148335
3,0,3173,0.0001808308223
1,0,3173,0.0001629162913
2,0,3174,0.000208148335
0,0,3174,0.000208148335
3,0,3174,0.0001808308223
1,0,3174,0.0001629162913
2,0,3175,0.000208148335
0,0,3175,0.000208148335
3,0,3175,0.0001808308223
1,0,3175,0.0001629162913
2,0,3176,0.000208148335
0,0,3176,0.000208148335
3,0,3176,0.0001808308223
1,0,3176,0.0001629162913
2,0,3177,0.000208148335
0,0,3177,0.000208148335
3,0,3177,0.0001808308223
1,0,3177,0.0001629162913
2,0,3178,0.000208148335
0,0,3178,0.000208148335
3,0,3178,0.0001808308223
1,0,3178,0.0001629162913
2,0,3179,0.000208148335
0,0,3179,0.000208148335
3,0,3179,0.0001808308223
1,0,3179,0.0001629162913
2,0,3180,0.000208148335
0,0,3180,0.000208148335
3,0,3180,0.0001808308223
1,0,3180,0.0001629162913
2,0,3181,0.000208148335
0,0,3181,0.000208148335
3,0,3181,0.0001808308223
1,0,3181,0.0001629162913
2,0,3182,0.000208148335
0,0,3182,0.000208148335
3,0,3182,0.0001808308223
1,0,3182,0.0001629162913
2,0,3183,0.000208148335
0,0,3183,0.000208148335
3,0,3183,0.0001808308223
1,0,3183,0.0001629162913
2,0,3184,0.000208148335
0,0,3184,0.000208148335
3,0,3184,0.0001808308223
1,0,3184,0.0001629162913
2,0,3185,0.000208148335
0,0,3185,0.000208148335
3,0,3185,0.0001808308223
1,0,3185,0.0001629162913
2,0,3186,0.000208148335
0,0,3186,0.000208148335
3,0,3186,0.0001808308223
1,0,3186,0.0001629162913
2,0,3187,0.000208148335
0,0,3187,0.000208148335
3,0,3187,0.0001808308223
1,0,3187,0.0001629162913
2,0,3188,0.000208148335
0,0,3188,0.000208148335
3,0,3188,0.0001808308223
1,0,3188,0.0001629162913
2,0,3189,0.000208148335
0,0,3189,0.000208148335
3,0,3189,0.0001808308223
1,0,3189,0.0001629162913
2,0,3190,0.000208148335
0,0,3190,0.000208148335
3,0,3190,0.0001808308223
1,0,3190,0.0001629162913
2,0,3191,0.000208148335
0,0,3191,0.000208148335
3,0,3191,0.0001808308223
1,0,3191,0.0001629162913
2,0,3192,0.000208148335
0,0,3192,0.000208148335
3,0,3192,0.0001808308223
1,0,3192,0.0001629162913
2,0,3193,0.000208148335
0,0,3193,0.000208148335
3,0,3193,0.0001808308223
1,0,3193,0.0001629162913
2,0,3194,0.000208148335
0,0,3194,0.000208148335
3,0,3194,0.0001808308223
1,0,3194,0.0001629162913
2,0,3195,0.000208148335
0,0,3195,0.000208148335
3,0,3195,0.0001808308223
1,0,3195,0.0001629162913
2,0,3196,0.000208148335
0,0,3196,0.000208148335
3,0,3196,0.0001808308223
1,0,3196,0.0001629162913
2,0,3197,0.000208148335
0,0,3197,0.000208148335
3,0,3197,0.0001808308223
1,0,3197,0.0001629162913
2,0,3198,0.000208148335
0,0,3198,0.000208148335
3,0,3198,0.0001808308223
1,0,3198,0.0001629162913
2,0,3199,0.000208148335
0,0,3199,0.000208148335
3,0,3199,0.0001808308223
1,0,3199,0.0001629162913
2,0,3200,0.000208148335
0,0,3200,0.000208148335
3,0,3200,0.0001808308223
1,0,3200,0.0001629162913
2,0,3201,0.000208148335
0,0,3201,0.000208148335
3,0,3201,0.0001808308223
1,0,3201,0.0001629162913
2,0,3202,0.000208148335
0,0,3202,0.000208148335
3,0,3202,0.0001808308223
1,0,3202,0.0001629162913
2,0,3203,0.000208148335
0,0,3203,0.000208148335
3,0,3203,0.0001808308223
1,0,3203,0.0001629162913
2,0,3204,0.000208148335
0,0,3204,0.000208148335
3,0,3204,0.0001808308223
1,0,3204,0.0001629162913
2,0,3205,0.000208148335
0,0,3205,0.000208148335
3,0,3205,0.0001808308223
1,0,3205,0.0001629162913
2,0,3206,0.000208148335
0,0,3206,0.000208148335
3,0,3206,0.0001808308223
1,0,3206,0.0001629162913
2,0,3207,0.000208148335
0,0,3207,0.000208148335
3,0,3207,0.0001808308223
1,0,3207,0.0001629162913
2,0,3208,0.000208148335
0,0,3208,0.000208148335
3,0,3208,0.0001808308223
1,0,3208,0.0001629162913
2,0,3209,0.000208148335
0,0,3209,0.000208148335
3,0,3209,0.0001808308223
1,0,3209,0.0001629162913
2,0,3210,0.000208148335
0,0,3210,0.000208148335
3,0,3210,0.0001808308223
1,0,3210,0.0001629162913
2,0,3211,0.000208148335
0,0,3211,0.000208148335
3,0,3211,0.0001808308223
1,0,3211,0.0001629162913
2,0,3212,0.000208148335
0,0,3212,0.000208148335
3,0,3212,0.0001808308223
1,0,3212,0.0001629162913
2,0,3213,0.000208148335
0,0,3213,0.000208148335
3,0,3213,0.0001808308223
1,0,3213,0.0001629162913
2,0,3214,0.000208148335
0,0,3214,0.000208148335
3,0,3214,0.0001808308223
1,0,3214,0.0001629162913
2,0,3215,0.000208148335
0,0,3215,0.000208148335
3,0,3215,0.0001808308223
1,0,3215,0.0001629162913
2,0,3216,0.000208148335
0,0,3216,0.000208148335
3,0,3216,0.0001808308223
1,0,3216,0.0001629162913
2,0,3217,0.000208148335
0,0,3217,0.000208148335
3,0,3217,0.0001808308223
1,0,3217,0.0001629162913
2,0,3218,0.000208148335
0,0,3218,0.000208148335
3,0,3218,0.0001808308223
1,0,3218,0.0001629162913
2,0,3219,0.000208148335
0,0,3219,0.000208148335
3,0,3219,0.0001808308223
1,0,3219,0.0001629162913
2,0,3220,0.000208148335
0,0,3220,0.000208148335
3,0,3220,0.0001808308223
1,0,3220,0.0001629162913
2,0,3221,0.000208148335
0,0,3221,0.000208148335
3,0,3221,0.0001808308223
1,0,3221,0.0001629162913
2,0,3222,0.000208148335
0,0,3222,0.000208148335
3,0,3222,0.0001808308223
1,0,3222,0.0001629162913
2,0,3223,0.000208148335
0,0,3223,0.000208148335
3,0,3223,0.0001808308223
1,0,3223,0.0001629162913
2,0,3224,0.000208148335
0,0,3224,0.000208148335
3,0,3224,0.0001808308223
1,0,3224,0.0001629162913
2,0,3225,0.000208148335
0,0,3225,0.000208148335
3,0,3225,0.0001808308223
1,0,3225,0.0001629162913
2,0,3226,0.000208148335
0,0,3226,0.000208148335
3,0,3226,0.0001808308223
1,0,3226,0.0001629162913
2,0,3227,0.000208148335
0,0,3227,0.000208148335
3,0,3227,0.0001808308223
1,0,3227,0.0001629162913
2,0,3228,0.000208148335
0,0,3228,0.000208148335
3,0,3228,0.0001808308223
1,0,3228,0.0001629162913
2,0,3229,0.000208148335
0,0,3229,0.000208148335
3,0,3229,0.0001808308223
1,0,3229,0.0001629162913
2,0,3230,0.000208148335
0,0,3230,0.000208148335
3,0,3230,0.0001808308223
1,0,3230,0.0001629162913
2,0,3231,0.000208148335
0,0,3231,0.000208148335
3,0,3231,0.0001808308223
1,0,3231,0.0001629162913
2,0,3232,0.000208148335
0,0,3232,0.000208148335
3,0,3232,0.0001808308223
1,0,3232,0.0001629162913
2,0,3233,0.000208148335
0,0,3233,0.000208148335
3,0,3233,0.0001808308223
1,0,3233,0.0001629162913
2,0,3234,0.000208148335
0,0,3234,0.000208148335
3,0,3234,0.0001808308223
1,0,3234,0.0001629162913
2,0,3235,0.000208148335
0,0,3235,0.000208148335
3,0,3235,0.0001808308223
1,0,3235,0.0001629162913
2,0,3236,0.000208148335
0,0,3236,0.000208148335
3,0,3236,0.0001808308223
1,0,3236,0.0001629162913
2,0,3237,0.000208148335
0,0,3237,0.000208148335
3,0,3237,0.0001808308223
1,0,3237,0.0001629162913
2,0,3238,0.000208148335
0,0,3238,0.000208148335
3,0,3238,0.0001808308223
1,0,3238,0.0001629162913
2,0,3239,0.000208148335
0,0,3239,0.000208148335
3,0,3239,0.0001808308223
1,0,3239,0.0001629162913
2,0,3240,0.000208148335
0,0,3240,0.000208148335
3,0,3240,0.0001808308223
1,0,3240,0.0001629162913
2,0,3241,0.000208148335
0,0,3241,0.000208148335
3,0,3241,0.0001808308223
1,0,3241,0.0001629162913
2,0,3242,0.000208148335
0,0,3242,0.000208148335
3,0,3242,0.0001808308223
1,0,3242,0.0001629162913
2,0,3243,0.000208148335
0,0,3243,0.000208148335
3,0,3243,0.0001808308223
1,0,3243,0.0001629162913
2,0,3244,0.000208148335
0,0,3244,0.000208148335
3,0,3244,0.0001808308223
1,0,3244,0.0001629162913
2,0,3245,0.000208148335
0,0,3245,0.000208148335
3,0,3245,0.0001808308223
1,0,3245,0.0001629162913
2,0,3246,0.000208148335
0,0,3246,0.000208148335
3,0,3246,0.0001808308223
1,0,3246,0.0001629162913
2,0,3247,0.000208148335
0,0,3247,0.000208148335
3,0,3247,0.0001808308223
1,0,3247,0.0001629162913
2,0,3248,0.000208148335
0,0,3248,0.000208148335
3,0,3248,0.0001808308223
1,0,3248,0.0001629162913
2,0,3249,0.000208148335
0,0,3249,0.000208148335
3,0,3249,0.0001808308223
1,0,3249,0.0001629162913
2,0,3250,0.000208148335
0,0,3250,0.000208148335
3,0,3250,0.0001808308223
1,0,3250,0.0001629162913
2,0,3251,0.000208148335
0,0,3251,0.000208148335
3,0,3251,0.0001808308223
1,0,3251,0.0001629162913
2,0,3252,0.000208148335
0,0,3252,0.000208148335
3,0,3252,0.0001808308223
1,0,3252,0.0001629162913
2,0,3253,0.000208148335
0,0,3253,0.000208148335
3,0,3253,0.0001808308223
1,0,3253,0.0001629162913
2,0,3254,0.000208148335
0,0,3254,0.000208148335
3,0,3254,0.0001808308223
1,0,3254,0.0001629162913
2,0,3255,0.000208148335
0,0,3255,0.000208148335
3,0,3255,0.0001808308223
1,0,3255,0.0001629162913
2,0,3256,0.000208148335
0,0,3256,0.000208148335
3,0,3256,0.0001808308223
1,0,3256,0.0001629162913
2,0,3257,0.000208148335
0,0,3257,0.000208148335
3,0,3257,0.0001808308223
1,0,3257,0.0001629162913
2,0,3258,0.000208148335
0,0,3258,0.000208148335
3,0,3258,0.0001808308223
1,0,3258,0.0001629162913
2,0,3259,0.000208148335
0,0,3259,0.000208148335
3,0,3259,0.0001808308223
1,0,3259,0.0001629162913
2,0,3260,0.000208148335
0,0,3260,0.000208148335
3,0,3260,0.0001808308223
1,0,3260,0.0001629162913
2,0,3261,0.000208148335
0,0,3261,0.000208148335
3,0,3261,0.0001808308223
1,0,3261,0.0001629162913
2,0,3262,0.000208148335
0,0,3262,0.000208148335
3,0,3262,0.0001808308223
1,0,3262,0.0001629162913
2,0,3263,0.000208148335
0,0,3263,0.000208148335
3,0,3263,0.0001808308223
1,0,3263,0.0001629162913
2,0,3264,0.000208148335
0,0,3264,0.000208148335
3,0,3264,0.0001808308223
1,0,3264,0.0001629162913
2,0,3265,0.000208148335
0,0,3265,0.000208148335
3,0,3265,0.0001808308223
1,0,3265,0.0001629162913
2,0,3266,0.000208148335
0,0,3266,0.000208148335
3,0,3266,0.0001808308223
1,0,3266,0.0001629162913
2,0,3267,0.000208148335
0,0,3267,0.000208148335
3,0,3267,0.0001808308223
1,0,3267,0.0001629162913
2,0,3268,0.000208148335
0,0,3268,0.000208148335
3,0,3268,0.0001808308223
1,0,3268,0.0001629162913
2,0,3269,0.000208148335
0,0,3269,0.000208148335
3,0,3269,0.0001808308223
1,0,3269,0.0001629162913
2,0,3270,0.000208148335
0,0,3270,0.000208148335
3,0,3270,0.0001808308223
1,0,3270,0.0001629162913
2,0,3271,0.000208148335
0,0,3271,0.000208148335
3,0,3271,0.0001808308223
1,0,3271,0.0001629162913
2,0,3272,0.000208148335
0,0,3272,0.000208148335
3,0,3272,0.0001808308223
1,0,3272,0.0001629162913
2,0,3273,0.000208148335
0,0,3273,0.000208148335
3,0,3273,0.0001808308223
1,0,3273,0.0001629162913
2,0,3274,0.000208148335
0,0,3274,0.000208148335
3,0,3274,0.0001808308223
1,0,3274,0.0001629162913
2,0,3275,0.000208148335
0,0,3275,0.000208148335
3,0,3275,0.0001808308223
1,0,3275,0.0001629162913
2,0,3276,0.000208148335
0,0,3276,0.000208148335
3,0,3276,0.0001808308223
1,0,3276,0.0001629162913
2,0,3277,0.000208148335
0,0,3277,0.000208148335
3,0,3277,0.0001808308223
1,0,3277,0.0001629162913
2,0,3278,0.000208148335
0,0,3278,0.000208148335
3,0,3278,0.0001808308223
1,0,3278,0.0001629162913
2,0,3279,0.000208148335
0,0,3279,0.000208148335
3,0,3279,0.0001808308223
1,0,3279,0.0001629162913
2,0,3280,0.000208148335
0,0,3280,0.000208148335
3,0,3280,0.0001808308223
1,0,3280,0.0001629162913
2,0,3281,0.000208148335
0,0,3281,0.000208148335
3,0,3281,0.0001808308223
1,0,3281,0.0001629162913
2,0,3282,0.000208148335
0,0,3282,0.000208148335
3,0,3282,0.0001808308223
1,0,3282,0.0001629162913
2,0,3283,0.000208148335
0,0,3283,0.000208148335
3,0,3283,0.0001808308223
1,0,3283,0.0001629162913
2,0,3284,0.000208148335
0,0,3284,0.000208148335
3,0,3284,0.0001808308223
1,0,3284,0.0001629162913
2,0,3285,0.000208148335
0,0,3285,0.000208148335
3,0,3285,0.0001808308223
1,0,3285,0.0001629162913
2,0,3286,0.000208148335
0,0,3286,0.000208148335
3,0,3286,0.0001808308223
1,0,3286,0.0001629162913
2,0,3287,0.000208148335
0,0,3287,0.000208148335
3,0,3287,0.0001808308223
1,0,3287,0.0001629162913
2,0,3288,0.000208148335
0,0,3288,0.000208148335
3,0,3288,0.0001808308223
1,0,3288,0.0001629162913
2,0,3289,0.000208148335
0,0,3289,0.000208148335
3,0,3289,0.0001808308223
1,0,3289,0.0001629162913
2,0,3290,0.000208148335
0,0,3290,0.000208148335
3,0,3290,0.0001808308223
1,0,3290,0.0001629162913
2,0,3291,0.000208148335
0,0,3291,0.000208148335
3,0,3291,0.0001808308223
1,0,3291,0.0001629162913
2,0,3292,0.000208148335
0,0,3292,0.000208148335
3,0,3292,0.0001808308223
1,0,3292,0.0001629162913
2,0,3293,0.000208148335
0,0,3293,0.000208148335
3,0,3293,0.0001808308223
1,0,3293,0.0001629162913
2,0,3294,0.000208148335
0,0,3294,0.000208148335
3,0,3294,0.0001808308223
1,0,3294,0.0001629162913
2,0,3295,0.000208148335
0,0,3295,0.000208148335
3,0,3295,0.0001808308223
1,0,3295,0.0001629162913
2,0,3296,0.000208148335
0,0,3296,0.000208148335
3,0,3296,0.0001808308223
1,0,3296,0.0001629162913
2,0,3297,0.000208148335
0,0,3297,0.000208148335
3,0,3297,0.0001808308223
1,0,3297,0.0001629162913
2,0,3298,0.000208148335
0,0,3298,0.000208148335
3,0,3298,0.0001808308223
1,0,3298,0.0001629162913
2,0,3299,0.000208148335
0,0,3299,0.000208148335
3,0,3299,0.0001808308223
1,0,3299,0.0001629162913
2,0,3300,0.000208148335
0,0,3300,0.000208148335
3,0,3300,0.0001808308223
1,0,3300,0.0001629162913
2,0,3301,0.000208148335
0,0,3301,0.000208148335
3,0,3301,0.0001808308223
1,0,3301,0.0001629162913
2,0,3302,0.000208148335
0,0,3302,0.000208148335
3,0,3302,0.0001808308223
1,0,3302,0.0001629162913
2,0,3303,0.000208148335
0,0,3303,0.000208148335
3,0,3303,0.0001808308223
1,0,3303,0.0001629162913
2,0,3304,0.000208148335
0,0,3304,0.000208148335
3,0,3304,0.0001808308223
1,0,3304,0.0001629162913
2,0,3305,0.000208148335
0,0,3305,0.000208148335
3,0,3305,0.0001808308223
1,0,3305,0.0001629162913
2,0,3306,0.000208148335
0,0,3306,0.000208148335
